Name,Type,Country,Code,Latitude,Longitude,Radius
Anhui,Province,China,CN,31.350132567700733,117.17243176311256,219
Anhui,Province,China,CN,32.65900591261563,117.20532526920309,219
Beijing,Municipality,China,CN,40.229964215098235,116.4436760578815,88
Chongqing,Municipality,China,CN,30.167594256129817,107.62277897384399,225
Fujian,Province,China,CN,25.72268293364934,118.28636884035004,245
Gansu,Province,China,CN,36.967780413272806,98.38229398600481,500
Gansu,Province,China,CN,36.967780413272806,103.09728212483519,500
Gansu,Province,China,CN,38.13232503049407,98.47068199683928,500
Gansu,Province,China,CN,38.13232503049407,103.00889411400073,500
Guangdong,Province,China,CN,22.84611788950368,112.52862209750845,294
Guangdong,Province,China,CN,22.84611788950368,114.44608645962082,294
Guangxi,Autonomous Region,China,CN,23.616836017358306,107.45989877758178,304
Guangxi,Autonomous Region,China,CN,23.616836017358306,109.07777517261405,304
Guizhou,Province,China,CN,26.898406797584663,106.16673204401451,255
Guizhou,Province,China,CN,26.898406797584663,107.01914289495083,255
Hainan,Province,China,CN,19.15799663335394,109.66730080497416,111
Hainan,Province,China,CN,19.15799663335394,110.21714438545584,111
Hebei,Province,China,CN,38.37746311495525,116.45823479935687,263
Hebei,Province,China,CN,40.20860743306528,116.53747654046026,263
Heilongjiang,Province,China,CN,47.301926269941795,127.13466702026196,450
Heilongjiang,Province,China,CN,49.35000600975981,127.3787308330799,450
Henan,Province,China,CN,33.84346667568294,113.34879462637831,277
Hubei,Province,China,CN,31.132982479799917,110.84435346283162,236
Hubei,Province,China,CN,31.132982479799917,113.65496752105561,236
Hunan,Province,China,CN,26.99214439178366,111.4387607608907,264
Hunan,Province,China,CN,27.72037125365847,111.45620159424395,264
Jiangsu,Province,China,CN,32.920356005619254,118.94382209677119,242
Jiangxi,Province,China,CN,26.606556087712573,115.94824583840253,237
Jiangxi,Province,China,CN,27.92136703541656,115.97637233667872,237
Jilin,Province,China,CN,43.52330502916374,125.36203920812699,302
Jilin,Province,China,CN,43.52330502916374,127.57162320642414,302
Liaoning,Province,China,CN,41.06313166500484,121.98815137867197,265
Nei Mongol,Autonomous Region,China,CN,41.75163855976598,103.20126149906969,500
Nei Mongol,Autonomous Region,China,CN,41.43850566773846,115.19056780957074,500
Nei Mongol,Autonomous Region,China,CN,41.75163855976598,120.05965616450476,500
Nei Mongol,Autonomous Region,China,CN,48.295570751784794,117.50665448105569,500
Nei Mongol,Autonomous Region,China,CN,48.69356293635192,119.27550436972497,500
Nei Mongol,Autonomous Region,China,CN,45.02360465577539,110.3539579900627,250.0
Nei Mongol,Autonomous Region,China,CN,45.06603430204519,117.23303608964785,250.0
Ningxia Hui,Autonomous Region,China,CN,36.54014014572284,105.9016509218875,146
Ningxia Hui,Autonomous Region,China,CN,38.05402541434387,105.93450870498617,146
Qinghai,Province,China,CN,35.348225617119816,94.16678157051905,433
Qinghai,Province,China,CN,35.348225617119816,98.29585728446187,433
Shaanxi,Province,China,CN,33.91991092426364,108.16355681653337,248
Shaanxi,Province,China,CN,37.31529889786787,108.27916171694835,248
Shandong,Province,China,CN,36.36771892011343,117.28288446396539,223
Shandong,Province,China,CN,36.36771892011343,120.22111333876933,223
Shanghai,Municipality,China,CN,31.20997598230317,121.62421537111481,73
Shanghai,Municipality,China,CN,31.20997598230317,122.06853365232287,73
Shanxi,Province,China,CN,36.212552108206374,112.26370689810798,182
Shanxi,Province,China,CN,39.077694152936544,112.34289636395772,182
Sichuan,Province,China,CN,30.096915899920575,102.11937712107382,459
Sichuan,Province,China,CN,30.096915899920575,103.77106477345771,459
Tianjin,Municipality,China,CN,39.09001926422946,117.3746763521292,58
Tianjin,Municipality,China,CN,39.72045034524864,117.38073881284909,58
Xinjiang Uygur,Autonomous Region,China,CN,38.700227519104644,79.309221390033,500
Xinjiang Uygur,Autonomous Region,China,CN,38.700227519104644,90.61364543125642,500
Xinjiang Uygur,Autonomous Region,China,CN,44.50361442243439,79.85128753542332,500
Xinjiang Uygur,Autonomous Region,China,CN,44.50361442243439,90.0715792858661,500
Xinjiang Uygur,Autonomous Region,China,CN,41.60192097076951,84.69040033794954,250.0
Xizang,Autonomous Region,China,CN,31.70668805229743,83.6810585272346,500
Xizang,Autonomous Region,China,CN,31.70668805229743,93.83558118223849,500
Yunnan,Province,China,CN,24.882757713306717,101.69916157139743,421
Zhejiang,Province,China,CN,29.14334505288662,120.33047317563663,224
