OBJECTID,UID,ID_0,ISO,NAME_0,ID_1,NAME_1,VARNAME_1,NL_NAME_1,HASC_1,CCN_1,CCA_1,TYPE_1,ENGTYPE_1,VALIDFR_1,VALIDTO_1,REMARKS_1,ID_2,NAME_2,VARNAME_2,NL_NAME_2,HASC_2,CCN_2,CCA_2,TYPE_2,ENGTYPE_2,VALIDFR_2,VALIDTO_2,REMARKS_2,ID_3,NAME_3,VARNAME_3,NL_NAME_3,HASC_3,CCN_3,CCA_3,TYPE_3,ENGTYPE_3,VALIDFR_3,VALIDTO_3,REMARKS_3,ID_4,NAME_4,VARNAME_4,CCN_4,CCA_4,TYPE_4,ENGTYPE_4,VALIDFR_4,VALIDTO_4,REMARKS_4,ID_5,NAME_5,CCN_5,CCA_5,TYPE_5,ENGTYPE_5,REGION,VARREGION,Shape_Leng,Shape_Area
14,14.0,1,AFG,Afghanistan,2,Badghis,Badghes|Badghisat|Badgis,,AF.BG,0,,Velayat,Province,1988,Present,,14,Ab Kamari,,,AF.BG.AK,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.69404474681,0.134775384009
21,21.0,1,AFG,Afghanistan,3,Baghlan,Baglan|Bughlan,,AF.BL,0,,Velayat,Province,1988,Present,,21,Andarab,,,AF.BL.AN,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.46687198366,0.222008011828
33,33.0,1,AFG,Afghanistan,4,Balkh,Balh|Mazar-i-Sharif|Mazar,,AF.BK,0,,Velayat,Province,19640430,198804,,33,Balkh,,,AF.BK.BA,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.01250144519,0.0503301357821
47,47.0,1,AFG,Afghanistan,5,Bamyan,,,AF.BM,0,,Velayat,Province,1988,Present,,47,Bamyan City,,,AF.BM.BA,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.91146376819,0.184451459427
52,52.0,1,AFG,Afghanistan,6,Daykundi,<Null>,,AF.DK,0,,Velayat,Province,20040328,Present,,52,Day Kundi,,,,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,4.41804613149,0.7891651846
56,56.0,1,AFG,Afghanistan,7,Farah,,,AF.FH,0,,Velayat,Province,Unknown,Present,,56,Anar Dara,,,AF.FH.AD,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,4.15909270935,1.04878782494
67,67.0,1,AFG,Afghanistan,8,Faryab,Fariab|Maimana|Meymaneh,,AF.FB,0,,Velayat,Province,1988,Present,,67,Almar,,,AF.FB.AL,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.03912336864,0.179981705602
79,79.0,1,AFG,Afghanistan,9,Ghazni,Gazni,,AF.GZ,0,,Velayat,Province,Unknown,Unknown,,79,Ab Band,,,AF.GZ.AB,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.59208237155,0.107000299249
94,94.0,1,AFG,Afghanistan,10,Ghor,Gawr|Ghore|Ghour|Ghur,,AF.GR,0,,Velayat,Province,1988,Present,,94,Chaghcharan,,,AF.GR.CH,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,6.05110034146,1.090408729
101,101.0,1,AFG,Afghanistan,11,Hilmand,Girishk|Hilmend,,AF.HM,0,,Velayat,Province,1988,Present,,101,Bughran,Baghran,,AF.HM.BU,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,3.05456138986,0.374587155064
114,114.0,1,AFG,Afghanistan,12,Hirat,,,AF.HR,0,,Velayat,Province,Unknown,Present,,114,Adraskan,,,AF.HR.AD,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,6.24190162445,1.07918625302
130,130.0,1,AFG,Afghanistan,13,Jawzjan,Jaozjan|Jozjan|Juzjan|Jouzjan|Shibarghan,,AF.JW,0,,Velayat,Province,19640430,198804,,130,Aqcha,,,AF.JW.AQ,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.53557530229,0.0990164266841
139,139.0,1,AFG,Afghanistan,14,Kabul,Cabul|Kabol|Kaboul,,AF.KB,0,,Velayat,Province,Unknown,Present,,139,Bagrami,,,AF.KB.BA,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.838372715793,0.0318622226769
153,153.0,1,AFG,Afghanistan,15,Kandahar,Qandahar,,AF.KD,0,,Velayat,Province,Unknown,Present,,153,Arghandab,,,AF.KD.AD,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.01225536728,0.0520466631133
166,166.0,1,AFG,Afghanistan,16,Kapisa,Kapesa,,AF.KP,0,,Velayat,Province,1988,Present,,166,Alasay,,,AF.KP.AL,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.690024094746,0.0264362775633
172,172.0,1,AFG,Afghanistan,17,Khost,,,AF.KT,0,,Velayat,Province,1995,Present,,172,Bak,,,AF.PA.BA,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.808493337383,0.0217137260042
184,184.0,1,AFG,Afghanistan,18,Kunar,Konarha|Kunarha,,AF.KR,0,,Velayat,Province,19640430,198807,,184,Asad abad,,,AF.KO.AA,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.12789193216,0.0671252630418
196,196.0,1,AFG,Afghanistan,19,Kunduz,Kondoz|Qonduz|Qunduz,,AF.KZ,0,,Velayat,Province,1988,Present,,196,Ali abad,,,AF.KZ.AA,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.27523584461,0.0745019730966
203,203.0,1,AFG,Afghanistan,20,Laghman,Lagman,,AF.LA,0,,Velayat,Province,1964,198807,,203,Alingar,,,AF.LM.AN,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.26408156031,0.0775287696742
208,208.0,1,AFG,Afghanistan,21,Logar,Lawghar|Loghar,,AF.LW,0,,Velayat,Province,1988,Present,,208,Baraki Barak,,,AF.LW.BB,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.762103915723,0.0341765791818
213,213.0,1,AFG,Afghanistan,22,Nangarhar,Ningrahar|Eastern Province,,AF.NG,0,,Velayat,Province,1988,Present,,213,Achin,,,AF.NG.AC,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.978738907177,0.0467437098996
233,233.0,1,AFG,Afghanistan,23,Nimroz,Neemroze|Nimrod|Nimrooz|Nimroze|Chakhansur,,AF.NM,0,,Velayat,Province,1988,Present,,233,Chakhansur,,,AF.NM.CH,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,4.99694255128,0.967815519238
238,238.0,1,AFG,Afghanistan,24,Nuristan,Nooristan|Nuristão,,AF.NR,0,,Velayat,Province,198807,Present,,238,Bargi Matal,,,AF.KO.BM,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.93622008776,0.186424435393
244,244.0,1,AFG,Afghanistan,25,Paktika,Paktiya|Paktya|Southern Province,,AF.PK,0,,Velayat,Province,1988,Present,,244,Burmul,Barmal,,AF.PK.BU,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.57679030641,0.127368539877
259,259.0,1,AFG,Afghanistan,26,Paktya,Paktiya|Southern Province,,AF.PT,0,,Velayat,Province,1988,1995,,259,Azro,Azra,,AF.LW.AZ,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.37825046823,0.0812602065707
271,271.0,1,AFG,Afghanistan,27,Panjshir,<Null>,,AF.PJ,0,,Velayat,Province,20040413,Present,,271,Hisa-I-Awali Panjsher,,,,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.19104020103,0.215563373742
274,274.0,1,AFG,Afghanistan,28,Parwan,Charikar,,AF.PV,0,,Velayat,Province,1988,20040413,,274,Bagram,,,AF.PV.BA,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.07129542268,0.0402172349131
283,283.0,1,AFG,Afghanistan,29,Samangan,,,AF.SM,0,,Velayat,Province,1964,198804,,283,Aybak,,,AF.SM.AY,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.92786888119,0.149518092236
288,288.0,1,AFG,Afghanistan,30,Sari Pul,Sar-e Pul|Saripol,,AF.SP,0,,Velayat,Province,198804,Present,,288,Balkhab,,,AF.JW.BA,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.97228481066,0.299953950467
294,294.0,1,AFG,Afghanistan,31,Takhar,Takar,,AF.TK,0,,Velayat,Province,1988,Present,,294,Bangi,,,AF.TK.BA,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.07864707853,0.0595252995991
306,306.0,1,AFG,Afghanistan,32,Uruzgan,Urozgan,,AF.OZ,0,,Velayat,Province,1988,20040328,,306,Chora,,,AF.OZ.CH,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,3.19150806492,0.318176771019
312,312.0,1,AFG,Afghanistan,33,Wardak,Verdak|Wardag|Maiden,,AF.VR,0,,Velayat,Province,1988,Present,,312,Chak,,,AF.VR.CH,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.59437580892,0.123711469132
320,320.0,1,AFG,Afghanistan,34,Zabul,Zubul|Zaboul,,AF.ZB,0,,Velayat,Province,1988,Present,,320,Arghandab,,,AF.KD.AD,0,,Wuleswali,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.55472906103,0.241912302386
329,329.0,2,XAD,Akrotiri and Dhekelia,1,Akrotiri,Western Sovereign Base Area,,,0,,Sovereign Base Area,Sovereign Base Area,Unknown,Unknown,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.04115050264,0.0107291184249
330,330.0,2,XAD,Akrotiri and Dhekelia,2,Dhekelia,Eastern Sovereign Base Area,,,0,,Sovereign Base Area,Sovereign Base Area,Unknown,Unknown,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.15790772318,0.012376867453
331,331.0,3,ALA,Åland,1,Brändö,Braendoe,,AX.BR,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,4.07075046144,0.0125140012569
332,332.0,3,ALA,Åland,2,Eckerö,Eckeroe,,AX.EC,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.80528310398,0.0167886981471
333,333.0,3,ALA,Åland,4,Finström,Finstroem,,AX.FN,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.11916751685,0.0261152577878
334,334.0,3,ALA,Åland,3,Föglö,Foegloe,,AX.FG,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,8.99260834109,0.0225823593719
335,335.0,3,ALA,Åland,5,Geta,,,AX.GT,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.25845485078,0.0133327807962
336,336.0,3,ALA,Åland,6,Hammarland,,,AX.HM,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.73218271457,0.0217145764072
337,337.0,3,ALA,Åland,7,Jomala,,,AX.JM,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.26489288264,0.0220713193739
338,338.0,3,ALA,Åland,8,Kökar,Koekar,,AX.KK,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,10.1764937864,0.0125400909201
339,339.0,3,ALA,Åland,9,Kumlinge,,,AX.KM,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.83830641186,0.0123047253728
340,340.0,3,ALA,Åland,10,Lemland,,,AX.LE,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,3.84341794924,0.0188607225573
341,341.0,3,ALA,Åland,11,Lumparland,,,AX.LU,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.636068471023,0.00575345292964
342,342.0,3,ALA,Åland,12,Mariehamn,,,AX.MH,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.450004550094,0.00217714820246
343,343.0,3,ALA,Åland,13,Saltvik,,,AX.SV,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.08636622964,0.0247396693376
344,344.0,3,ALA,Åland,14,Sottunga,,,AX.ST,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.891750552831,0.00257855716699
345,345.0,3,ALA,Åland,15,Sund,,,AX.SD,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.993067657886,0.0172030629692
346,346.0,3,ALA,Åland,16,Vårdö,Vaardoe,,AX.VR,0,,Municipality,Municipality,1988,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,3.07550485085,0.012500720266
347,347.0,4,ALB,Albania,1,Berat,,,AL.BE,0,80001,Qark|Region,County,1993,Present,,1,Beratit,Berat,,AL.BE.BR,0,80002,Rreth,District,1958,Present,,1,Berat,,,AL.BE.BR.BE,0,,Bashkia,Bashkia,Unknown,Present,,0,,,0,,,,,,,0,,0,,,,,,0.177977976433,0.00139436912286
372,372.0,4,ALB,Albania,2,Dibër,Dibra| Dibrë,,AL.DB,0,80005,Qark|Region,County,1993,Present,,4,Bulqizës,Bulcuizë|Bulqizë,,AL.DB.BU,0,80006,Rreth,District,199106,Present,,26,Bulqizë,,,AL.DB.BU.BQ,0,,Bashkia,Bashkia,Unknown,Present,,0,,,0,,,,,,,0,,0,,,,,,0.297806448415,0.00536420609569
408,408.0,4,ALB,Albania,3,Durrës,Durresi|Durrsi|Durazzo,,AL.DU,0,80009,Qark|Region,County,1993,Present,,7,Durrësit,Durresi|Durrsi|Durazzo,,AL.DU.DR,0,80010,Rreth,District,1958,Present,,62,Durrës,,,AL.DU.DR.DU,0,,Bashkia,Bashkia,Unknown,Present,,0,,,0,,,,,,,0,,0,,,,,,0.440501110999,0.00436655181329
424,424.0,4,ALB,Albania,4,Elbasan,,,AL.EB,0,80012,Qark|Region,County,1993,Present,,9,Elbasanit,Elbasan,,AL.EB.EL,0,80013,Rreth,District,1958,Present,,78,Belsh,,,AL.EB.EL.BE,0,,Bashkia,Bashkia,Unknown,Present,,0,,,0,,,,,,,0,,0,,,,,,0.389322471547,0.00642786997923
473,473.0,4,ALB,Albania,5,Fier,,,AL.FI,0,80017,Qark|Region,County,1993,Present,,13,Fierit,Fier,,AL.FI.FR,0,80018,Rreth,District,1958,Present,,127,Cakran,,,AL.FI.FR.CA,0,,Commune,Commune,Unknown,Present,,0,,,0,,,,,,,0,,0,,,,,,0.450504638186,0.00911121382887
515,515.0,4,ALB,Albania,6,Gjirokastër,Gjinokastër|Argirocastro|Argyrocastro|Argyrokastron,,AL.GK,0,80021,Qark|Region,County,1993,Present,,16,Gjirokastrës,Gjinokastër|Argirocastro|Argyrocastro|Argyrokastron|Gjirokastër,,AL.GK.GJ,0,80022,Rreth,District,1958,Present,,169,Antigonë,Antigon,,AL.GK.GJ.AN,0,,Commune,Commune,Unknown,Present,,0,,,0,,,,,,,0,,0,,,,,,0.33072883629,0.00404480497673
547,547.0,4,ALB,Albania,7,Korçë,Coriza|Corizza|Koritsa|Koritza|Korça|Kortscha,,AL.KE,0,80025,Qark|Region,County,1993,Present,,19,Devollit,Devoll,,AL.KE.DV,0,80026,Rreth,District,199106,Present,,201,Ballsh,,,AL.KE.DV.BS,0,,Bashkia,Bashkia,Unknown,Present,,0,,,0,,,,,,,0,,0,,,,,,0.196266586705,0.00139256444891
586,586.0,4,ALB,Albania,8,Kukës,Kosova|Kossovo,,AL.KK,0,80030,Qark|Region,County,1993,Present,,23,Has,,,AL.KK.HA,0,80031,Rreth,District,199106,Present,,240,Fajza,Fajzė,,AL.KK.HA.FA,0,,Commune,Commune,Unknown,Present,,0,,,0,,,,,,,0,,0,,,,,,0.446217308155,0.0076790475614
613,613.0,4,ALB,Albania,9,Lezhë,Alessio|Lezha,,AL.LZ,0,80034,Qark|Region,County,1993,Present,,26,Kurbinit,Kurbin,,AL.LZ.KB,0,80035,Rreth,District,199106,Present,,267,Fushë Kuqe,,,AL.LZ.KB.FK,0,,Commune,Commune,Unknown,Present,,0,,,0,,,,,,,0,,0,,,,,,0.541764513928,0.00591070337032
635,635.0,4,ALB,Albania,10,Shkodër,Escútari|Shkodra|Skodë|Scutari,,AL.SD,0,80038,Qark|Region,County,1993,Present,,30,Malësi e Madhe,,,AL.SD.MM,0,80039,Rreth,District,199106,Present,,289,Gruemirë,,,AL.SD.MM.GR,0,,Commune,Commune,Unknown,Present,,0,,,0,,,,,,,0,,0,,,,,,0.47022690179,0.0125402233098
669,669.0,4,ALB,Albania,11,Tiranë,Tiran|Tirana,,AL.TI,0,80042,Qark|Region,County,1993,Present,,33,Kavajës,Kavajë,,AL.TI.KA,0,80043,Rreth,District,199106,Present,,323,Golem,,,AL.TI.KA.GL,0,,Commune,Commune,Unknown,Present,,0,,,0,,,,,,,0,,0,,,,,,0.409585959179,0.00583406146325
698,698.0,4,ALB,Albania,12,Vlorë,Vlona|Vlora|Vlonë|Valona,,AL.VR,0,80045,Qark|Region,County,1993,Present,,35,Delvinës,Delvinë,,AL.VR.DL,0,80046,Rreth,District,199106,Present,,352,Delvinë,,,AL.VR.DL.DE,0,,Bashkia,Bashkia,Unknown,Present,,0,,,0,,,,,,,0,,0,,,,,,0.39334930137,0.00524310640685
725,725.0,5,DZA,Algeria,3,Adrar,Duperré,ولاية أدرا,DZ.AR,0,1,Wilaya,Province,19831215,Present,,65,Adrar,Adrār,,DZ.AR.AD,0,101,Chef-Lieu-Wilaya,Chef-Lieu-Wilaya,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.10341040398,0.0633777615025
753,753.0,5,DZA,Algeria,1,Aïn Defla,Ain Dafla,ولاية عين الدفلى,DZ.AD,0,44,Wilaya,Province,19831215,Present,,1,Ain Benian,,,DZ.AD.AN,0,4426,Commune-Cotiere,Commune-Cotiere,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.348909383832,0.00309660328503
789,789.0,5,DZA,Algeria,2,Aïn Témouchent,Ain Tamouchent,ولاية عين تموشنت,DZ.AT,0,46,Wilaya,Province,19831215,Present,,37,Aghlal,,,DZ.AT.AG,0,4607,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.784873363912,0.0131420480192
817,817.0,5,DZA,Algeria,4,Alger,Algeri|Algiers|Algier|al-Jazair|al-Djazair|El Djazaïr|Argel|Dzayer|Djezaïr,ولاية الجزائر,DZ.AL,0,16,Wilaya,Province,19831215,Present,,93,Ain Benian,,,DZ.AL.AB,0,1644,Commune-Cotiere,Commune-Cotiere,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.343075908581,0.00235464250272
843,843.0,5,DZA,Algeria,5,Annaba,Anaba|Bona|Bône,ولاية عنابة,DZ.AN,0,23,Wilaya,Province,19831215,Present,,119,Ain El Berda,Ain Berda,,DZ.AN.AB,0,2309,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.708120372828,0.0138595891103
855,855.0,5,DZA,Algeria,8,Batna,,ولاية باتنة,DZ.BT,0,5,Wilaya,Province,19831215,Present,,200,Ain Djasser,,,DZ.BT.AD,0,519,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.593554265409,0.0128396574473
916,916.0,5,DZA,Algeria,6,Béchar,Colomb-Béchar|Bechar,ولاية بشار,DZ.BC,0,8,Wilaya,Province,19831215,Present,,131,Abadla,`Abadlah,,DZ.BC.AB,0,817,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.42006265723,0.256241515242
937,937.0,5,DZA,Algeria,7,Béjaïa,Bougie|Bedjaya|Bidjaia|Bugia|Bujia,بجاية,DZ.BJ,0,6,Wilaya,Province,19831215,Present,,152,Adekar,,,DZ.BJ.AD,0,624,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.671089804404,0.0111084452901
985,985.0,5,DZA,Algeria,9,Biskra,Beskra,ولاية بسكرة,DZ.BS,0,7,Wilaya,Province,19831215,Present,,261,Ain Naga,,,DZ.BS.AN,0,714,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.27138116196,0.0498763367841
1018,1018.0,5,DZA,Algeria,10,Blida,El Boulaïda|Al-Boulaida,البليدة,DZ.BL,0,9,Wilaya,Province,19831215,Present,,294,Ain Romana,,,DZ.BL.AR,0,925,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.608225358917,0.0101063344064
1043,1043.0,5,DZA,Algeria,11,Bordj Bou Arréridj,Borjbouarirej|Bordi Bou Arreridj,ولاية برج بوعريريج,DZ.BB,0,34,Wilaya,Province,19831215,Present,,319,Ain Taghrout,,,DZ.BB.AG,0,3408,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.652033794961,0.0123821709349
1077,1077.0,5,DZA,Algeria,12,Bouira,,ولاية البويرة,DZ.BU,0,10,Wilaya,Province,19831215,Present,,353,Aghbalou,Aghbalu,,DZ.BU.AG,0,1027,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.405405735804,0.00613319966215
1122,1122.0,5,DZA,Algeria,13,Boumerdès,Boumerdas,ولاية بومرداس,DZ.BM,0,35,Wilaya,Province,19831215,Present,,398,Afir,,,DZ.BM.AF,0,3503,Commune-Cotiere,Commune-Cotiere,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.403019555497,0.00602622132283
1154,1154.0,5,DZA,Algeria,14,Chlef,El Asnam|Orléansville|Ech Cheliff,ولاية الشلف,DZ.CH,0,2,Wilaya,Province,19831215,Present,,430,Abou El Hassen,Abu-al-Hassan,,DZ.CH.AH,0,222,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.598743578564,0.00815784611837
1189,1189.0,5,DZA,Algeria,15,Constantine,Constantina|Costatina|Qoussantina|Qacentina,قسنطينة,DZ.CO,0,25,Wilaya,Province,19831215,Present,,465,Ain Abid,`Ayn Abid,,DZ.CO.AA,0,2507,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.978198898204,0.0301284125289
1201,1201.0,5,DZA,Algeria,16,Djelfa,El Djelfa,ولاية الجلفة,DZ.DJ,0,17,Wilaya,Province,19831215,Present,,477,Ain Chouhada,,,DZ.DJ.AC,0,1723,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.714565887727,0.0207135844307
1237,1237.0,5,DZA,Algeria,17,El Bayadh,El Bayad|El Beyyadh|Géryville,ولاية البيض,DZ.EB,0,32,Wilaya,Province,19831215,Present,,513,Ain El Orak,,,DZ.EB.AO,0,3208,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.10592101663,0.0744303345068
1259,1259.0,5,DZA,Algeria,18,El Oued,El Ouadi|El Wad,ولاية الوادي,DZ.EO,0,39,Wilaya,Province,19831215,Present,,535,Bayadha,,,DZ.EO.BA,0,3904,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.891135122329,0.013583595618
1289,1289.0,5,DZA,Algeria,19,El Tarf,Et Tarf|El Taref,ولاية الطارف,DZ.ET,0,36,Wilaya,Province,19831215,Present,,565,Ain El Assel,,,DZ.ET.AA,0,3606,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.560728222739,0.00974941203822
1313,1313.0,5,DZA,Algeria,20,Ghardaïa,GhardaSa|Gharday,ولاية غرداية,DZ.GR,0,47,Wilaya,Province,19831215,Present,,589,Berriane,Biryān,,DZ.GR.BE,0,4704,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.55516491994,0.251220642339
1326,1326.0,5,DZA,Algeria,21,Guelma,,ولاية قالمة,DZ.GL,0,24,Wilaya,Province,19831215,Present,,602,Ain Ben Beida,,,DZ.GL.AB,0,2414,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.648718583214,0.0132074610137
1360,1360.0,5,DZA,Algeria,22,Illizi,Polignac|Fort Polignac|Ilizi,ولاية اليزي,DZ.IL,0,33,Wilaya,Province,19831215,Present,,636,Bordj El Haouasse,Bordj El Haoues,,DZ.IL.BH,0,3305,Commune,Commune,20020710,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,8.35180391859,2.74141773175
