OBJECTID,UID,ID_0,ISO,NAME_0,ID_1,NAME_1,VARNAME_1,NL_NAME_1,HASC_1,CCN_1,CCA_1,TYPE_1,ENGTYPE_1,VALIDFR_1,VALIDTO_1,REMARKS_1,ID_2,NAME_2,VARNAME_2,NL_NAME_2,HASC_2,CCN_2,CCA_2,TYPE_2,ENGTYPE_2,VALIDFR_2,VALIDTO_2,REMARKS_2,ID_3,NAME_3,VARNAME_3,NL_NAME_3,HASC_3,CCN_3,CCA_3,TYPE_3,ENGTYPE_3,VALIDFR_3,VALIDTO_3,REMARKS_3,ID_4,NAME_4,VARNAME_4,CCN_4,CCA_4,TYPE_4,ENGTYPE_4,VALIDFR_4,VALIDTO_4,REMARKS_4,ID_5,NAME_5,CCN_5,CCA_5,TYPE_5,ENGTYPE_5,REGION,VARREGION,Shape_Leng,Shape_Area
40090,40090.0,53,COL,Colombia,26,San Andrés y Providencia,Saint Andrew and Providence,,CO.SA,0,,Departamento,Department,Unknown,Present,,852,n.a. (1),,,,0,,,,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.105922127527,7.75308581068e-05
40093,40093.0,53,COL,Colombia,27,Santander,,,CO.ST,0,,Departamento,Department,1935,Present,,855,Aguada,,,CO.ST.AG,0,,Municipio,Municipality,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.261196749206,0.0037569492597
40180,40180.0,53,COL,Colombia,28,Sucre,,,CO.SU,0,,Departamento,Department,1967,Present,,942,Buenavista,,,CO.SU.BU,0,,Municipio,Municipality,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.521092574399,0.00947641768289
40204,40204.0,53,COL,Colombia,29,Tolima,,,CO.TO,0,,Departamento,Department,1935,Present,,966,Alpujarra,,,CO.TO.AJ,0,,Municipio,Municipality,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.952605591191,0.0435823278103
40250,40250.0,53,COL,Colombia,30,Valle del Cauca,Valle,,CO.VC,0,,Departamento,Department,1935,Present,,1012,Alcalá,,,CO.VC.AL,0,,Municipio,Municipality,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.379029941877,0.00737376394499
40292,40292.0,53,COL,Colombia,31,Vaupés,,,CO.VP,0,,Comisaría,Commissiary,1982,Present,,1054,Carurú,Caruré,,CO.VP.CA,0,,Municipio,Municipality,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,3.74515463647,0.596329721646
40298,40298.0,53,COL,Colombia,32,Vichada,,,CO.VD,0,,Comisaría,Commissiary,1942,Present,,1060,Cumaribo,,,CO.VD.CU,0,,Municipio,Municipality,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,7.68127282535,1.75482216236
40304,40304.0,54,COM,Comoros,1,Mwali,Mohéli,,KM.MO,0,,Autonomous Island,Autonomous Island,Unknown,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.69543613576,0.0359383020441
40305,40305.0,54,COM,Comoros,2,Njazídja,Grande Comore,,KM.GC,0,,Autonomous Island,Autonomous Island,Unknown,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.14432180317,0.0847000183494
40306,40306.0,54,COM,Comoros,3,Nzwani,Anjouan,,KM.AN,0,,Autonomous Island,Autonomous Island,Unknown,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.54924195993,0.0181954346463
40307,40307.0,55,COK,Cook Islands,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,4.21644918028,0.0224952681238
40308,40308.0,56,CRI,Costa Rica,1,Alajuela,,,CR.AL,0,,Provincia,Province,~1900,Present,,1,Alajuela,,,CR.AL.AL,0,,Canton,Canton,Unknown,Unknown,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.28149644576,0.0318761621092
40323,40323.0,56,CRI,Costa Rica,2,Cartago,,,CR.CA,0,,Provincia,Province,~1900,Present,,16,Alvarado,,,CR.CA.AL,0,,Canton,Canton,Unknown,Unknown,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.381357131598,0.00662573938462
40331,40331.0,56,CRI,Costa Rica,3,Guanacaste,,,CR.GU,0,,Provincia,Province,~1900,Present,,24,Abangares,,,CR.GU.AB,0,,Canton,Canton,Unknown,Unknown,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.51538298151,0.0607965419222
40342,40342.0,56,CRI,Costa Rica,4,Heredia,,,CR.HE,0,,Provincia,Province,~1900,Present,,35,Barva,,,CR.HE.BA,0,,Canton,Canton,Unknown,Unknown,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.349333077957,0.00505834852447
40352,40352.0,56,CRI,Costa Rica,5,Limón,Puerto Lim¢n,,CR.LI,0,,Provincia,Province,~1900,Present,,45,Guácimo,,,CR.LI.GU,0,,Canton,Canton,Unknown,Unknown,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.0635090567,0.0474852301268
40358,40358.0,56,CRI,Costa Rica,6,Puntarenas,,,CR.PU,0,,Provincia,Province,~1900,Present,,51,Aguirre,,,CR.PU.AG,0,,Canton,Canton,Unknown,Unknown,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.62372223233,0.0478723337255
40369,40369.0,56,CRI,Costa Rica,7,San José,,,CR.SJ,0,,Provincia,Province,~1900,Present,,62,Acosta,AcoSanta,,CR.SJ.AC,0,,Canton,Canton,Unknown,Unknown,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.79443470926,0.0276662040014
40389,40389.0,57,CIV,Côte d'Ivoire,1,Abidjan,,,CI.AB,0,,District autonome,Autonomous district,2011,Present,,1,Abidjan,,,CI.AB.AB,0,,District autonome,Autonomous district,2011,Present,,1,Abidjan,,,,0,,Département,Department,2011,Present,,1,Abidjan-Ville,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,1.15878665141,0.0507966894653
40393,40393.0,57,CIV,Côte d'Ivoire,2,Bas-Sassandra,<Null>,,CI.BS,0,,District,District,2011,Present,,2,Gbôkle,,,CI.BA.GL,0,,Région,Region,2011,Present,,2,Fresco,,,,0,,Département,Department,2011,Present,,5,Fresco,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,2.60449219053,0.152223022829
40407,40407.0,57,CIV,Côte d'Ivoire,3,Comoé,<Null>,,CI.CM,0,,District,District,2011,Present,,5,Indénié-Djuablin,,,CI.CM.ID,0,,Région,Region,2011,Present,,11,Abengourou,,,,0,,Département,Department,2011,Present,,19,Abengourou,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,3.1431051336,0.295701385346
40418,40418.0,57,CIV,Côte d'Ivoire,4,Denguélé,,,CI.DE,0,,District,District,2011,Present,,7,Folon,,,CI.DE.FO,0,,Région,Region,2011,Present,,21,Kaniasso,,,,0,,Département,Department,2011,Present,,30,Goulia,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,3.08537907974,0.253768493719
40432,40432.0,57,CIV,Côte d'Ivoire,5,Gôh-Djiboua,,,CI.GD,0,,District,District,2011,Present,,9,Gôh,,,CI.GD.GH,0,,Région,Region,2011,Present,,28,Gagnoa,,,,0,,Département,Department,2011,Present,,44,Gagnoa,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,2.07384406668,0.167227112034
40442,40442.0,57,CIV,Côte d'Ivoire,6,Lacs,,,CI.LA,0,,District,District,2011,Present,,11,Bélier,,,CI.LA.BL,0,,Région,Region,2011,Present,,33,Didievi,,,,0,,Département,Department,2011,Present,,54,Didievi,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,1.77759702888,0.0940272198567
40459,40459.0,57,CIV,Côte d'Ivoire,7,Lagunes,<Null>,,CI.LN,0,,District,District,2011,Present,,15,Agnéby-Tiassa,,,CI.LN.AT,0,,Région,Region,2011,Present,,46,Agboville,,,,0,,Département,Department,2011,Present,,71,Agboville,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,2.72697207665,0.164038564007
40475,40475.0,57,CIV,Côte d'Ivoire,8,Montagnes,,,CI.MN,0,,District,District,2011,Present,,18,Cavally,,,CI.MN.CV,0,,Région,Region,2011,Present,,57,Blolequin,,,,0,,Département,Department,2011,Present,,86,Blolequin,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,2.43788962405,0.24268725077
40492,40492.0,57,CIV,Côte d'Ivoire,9,Sassandra-Marahoué,<Null>,,CI.SM,0,,District,District,2011,Present,,21,Haut-Sassandra,,,CI.SM.HS,0,,Région,Region,2011,Present,,70,Daloa,,,,0,,Département,Department,2011,Present,,103,Bediala,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,1.70109817823,0.0941996121726
40504,40504.0,57,CIV,Côte d'Ivoire,10,Savanes,,,CI.SV,0,,District,District,2011,Present,,23,Bagoué,,,CI.SV.BG,0,,Région,Region,2011,Present,,77,Boundiali,,,,0,,Département,Department,2011,Present,,115,Boundiali,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,2.94607088103,0.280439989083
40528,40528.0,57,CIV,Côte d'Ivoire,11,Vallée du Bandama,,,CI.VB,0,,District,District,2011,Present,,26,Gbeke,,,CI.VB.GE,0,,Région,Region,2011,Present,,87,Béoumi,,,,0,,Département,Department,2011,Present,,139,Beoumi,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,1.95341837698,0.0932897662766
40547,40547.0,57,CIV,Côte d'Ivoire,12,Woroba,,,CI.WB,0,,District,District,2011,Present,,29,Bafing,,,CI.WB.BF,0,,Région,Region,2011,Present,,98,Koro,,,,0,,Département,Department,2011,Present,,164,Booko,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,1.37373632029,0.0873368961113
40568,40568.0,57,CIV,Côte d'Ivoire,13,Yamoussoukro,,,CI.YM,0,,District autonome,Autonomous district,2011,Present,,31,Yamoussoukro,,,CI.YM.YM,0,,District autonome,Autonomous district,2011,Present,,103,Attiégoukaro,,,,0,,Département,Department,2011,Present,,179,Attiégoukaro,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,1.45548733449,0.0671431464514
40570,40570.0,57,CIV,Côte d'Ivoire,14,Zanzan,,,CI.ZA,0,,District,District,2011,Present,,32,Bounkani,,,CI.ZA.BK,0,,Région,Region,2011,Present,,105,Bouna,,,,0,,Département,Department,2011,Present,,181,Bouna,,0,,Sous-préfecture,Sub-prefecture,Unknown,Unknown,,0,,0,,,,,,6.90923493796,1.2755095704
40581,40581.0,58,HRV,Croatia,2,Bjelovarska-Bilogorska,Bjelovar-Bilagora,,HR.BB,0,,Županija,County,19921230,Present,,24,Berek,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.555282585989,0.013060490277
40604,40604.0,58,HRV,Croatia,3,Brodsko-Posavska,Slavonski Brod-Posavina,,HR.SP,0,,Županija,County,19921230,Present,,43,Bebrina,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.471197946579,0.0120821587043
40632,40632.0,58,HRV,Croatia,4,Dubrovacko-Neretvanska,Dubrovnik-Neretva,,HR.DN,0,,Županija,County,19921230,Present,,72,Blato,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.12757760597,0.0103557930379
40654,40654.0,58,HRV,Croatia,5,Grad Zagreb,,,HR.GZ,0,,Grad,City,19921230,Present,,93,Bistra,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.368167928104,0.00603572441287
40661,40661.0,58,HRV,Croatia,6,Istarska,Istra,,HR.IS,0,,Županija,County,19921230,Present,,101,Bale,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.44074873041,0.00941823983339
40701,40701.0,58,HRV,Croatia,7,Karlovacka,Karlovac,,HR.KA,0,,Županija,County,19921230,Present,,141,Barilović,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.853203299883,0.0199460332024
40722,40722.0,58,HRV,Croatia,8,Koprivničko-Križevačka,Koprivnica-Križevci,,HR.KK,0,,Županija,County,19921230,Present,,161,Đelekovec,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.266832972759,0.0028741990609
40747,40747.0,58,HRV,Croatia,9,Krapinsko-Zagorska,Krapina-Zagorje,,HR.KZ,0,,Županija,County,19921230,Present,,187,Bedekovčina,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.380885289921,0.00620979199266
40779,40779.0,58,HRV,Croatia,10,Licko-Senjska,Lika-Senj,,HR.LS,0,,Županija,County,19921230,Present,,218,Brinje,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.907131128041,0.0373822978163
40791,40791.0,58,HRV,Croatia,11,Medimurska,Medimurje,,HR.ME,0,,Županija,County,19921230,Present,,233,Belica,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.234883092229,0.00340265158593
40816,40816.0,58,HRV,Croatia,12,Osjecko-Baranjska,Osijek-Baranja,,HR.OB,0,,Županija,County,19921230,Present,,257,Antunovac,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.41949808909,0.0064217822619
40861,40861.0,58,HRV,Croatia,13,Požeško-Slavonska,Požega-Slavonija,,HR.PS,0,,Županija,County,19921230,Present,,301,Brestovac,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.10893782762,0.0314411066429
40871,40871.0,58,HRV,Croatia,14,Primorsko-Goranska,Primorje-Gorski Kotar,,HR.PG,0,,Županija,County,19921230,Present,,313,Bakar,,,,0,,Town,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.681395938258,0.0138572499181
40913,40913.0,58,HRV,Croatia,1,Šibensko-Kninska,Šibenik,,HR.SB,0,,Županija,County,19921230,Present,,2,Bilice,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.221485946819,0.002765831734
40932,40932.0,58,HRV,Croatia,15,Sisacko-Moslavacka,Sisak-Moslavina,,HR.SM,0,,Županija,County,19921230,Present,,352,Donji Kukuruzari,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.5202003605,0.0133368556126
40951,40951.0,58,HRV,Croatia,16,Splitsko-Dalmatinska,Split-Dalmacia,,HR.SD,0,,Županija,County,19921230,Present,,373,Baška Voda,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.267536328374,0.00284177432695
41007,41007.0,58,HRV,Croatia,17,Varaždinska,Varaždin|Varasd,,HR.VA,0,,Županija,County,19921230,Present,,427,Bednja,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.453763196048,0.00907052278853
41035,41035.0,58,HRV,Croatia,18,Viroviticko-Podravska,Virovitica-Podravina,,HR.VP,0,,Županija,County,19921230,Present,,457,Čačinci,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.766447222112,0.0169136614022
41051,41051.0,58,HRV,Croatia,19,Vukovarsko-Srijemska,Vukovar-Srijem,,HR.VS,0,,Županija,County,19921230,Present,,472,Andrijaševci,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.268496069658,0.00451789276849
41081,41081.0,58,HRV,Croatia,20,Zadarska,Zadar-Knin,,HR.ZD,0,,Županija,County,19921230,Present,,502,Benkovac,,,,0,,Town,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.73393172706,0.0555147132272
41113,41113.0,58,HRV,Croatia,21,Zagrebačka,Zagreb,,HR.ZG,0,,Županija,County,19921230,Present,,534,Bedenica,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.201712947292,0.00250236419379
41141,41141.0,59,CUB,Cuba,1,Camagüey,Puerto Principe,,CU.CM,0,,Provincia,Province,19760605,Present,,1,Camagüey,,,CU.CM.CA,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.69533649718,0.139056087006
41154,41154.0,59,CUB,Cuba,2,Ciego de Ávila,,,CU.CA,0,,Provincia,Province,19760605,Present,,14,Baraguá,,,CU.CA.BA,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,3.33877761941,0.0748007452421
41164,41164.0,59,CUB,Cuba,3,Cienfuegos,,,CU.CF,0,,Provincia,Province,19760605,Present,,24,Abreus,,,CU.CF.AB,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.01023355885,0.0483377766432
41172,41172.0,59,CUB,Cuba,4,Ciudad de la Habana,,,CU.CH,0,,Provincia,Province,19760605,Present,,32,Arroyo Naranjo,,,CU.CH.AN,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.322250871595,0.0049227908603
41187,41187.0,59,CUB,Cuba,5,Granma,,,CU.GR,0,,Provincia,Province,19760605,Present,,47,Bartolomé Masó,,,CU.GR.BM,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.19115154125,0.0722905883158
41200,41200.0,59,CUB,Cuba,6,Guantánamo,,,CU.GU,0,,Provincia,Province,19760605,Present,,60,Baracoa,,,CU.GU.BA,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.02203102233,0.0597401502964
41210,41210.0,59,CUB,Cuba,7,Holguín,,,CU.HO,0,,Provincia,Province,19760605,Present,,70,Antilla,,,CU.HO.AN,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.35338185376,0.00989480838325
41224,41224.0,59,CUB,Cuba,8,Isla de la Juventud,Puerto Principe,,CU.IJ,0,,Provincia,Province,19760605,Present,,84,Isla de la Juventud,,,CU.IJ.IJ,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,17.035080031,0.218979963065
41225,41225.0,59,CUB,Cuba,9,La Habana,,,CU.LH,0,,Provincia,Province,20100801,Present,,85,Alquízar,,,CU.LH.AL,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.08531162806,0.0181933981003
41233,41233.0,59,CUB,Cuba,10,Las Tunas,,,CU.LT,0,,Provincia,Province,19760605,Present,,93,Amancio,,,CU.LT.AM,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.64698509367,0.0565125240973
41241,41241.0,59,CUB,Cuba,11,Matanzas,,,CU.MA,0,,Provincia,Province,19760605,Present,,102,Calimete,,,CU.MA.CM,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.66550681583,0.0871782356044
41254,41254.0,59,CUB,Cuba,12,Mayabeque,,,CU.MQ,0,,Provincia,Province,20100801,Present,,114,Batabanó,,,CU.LH.BB,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.02826437767,0.0172934150978
41265,41265.0,59,CUB,Cuba,13,Pinar del Río,,,CU.PR,0,,Provincia,Province,19760605,Present,,125,Bahía Honda,,,CU.PR.BH,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.49583537928,0.0709809786276
41279,41279.0,59,CUB,Cuba,14,Sancti Spíritus,,,CU.SS,0,,Provincia,Province,19760605,Present,,139,Cabaiguán,,,CU.SS.CA,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.995611642618,0.0484114158317
41287,41287.0,59,CUB,Cuba,15,Santiago de Cuba,,,CU.SC,0,,Provincia,Province,19760605,Present,,147,Contramaestre,,,CU.SC.CO,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.913210971397,0.034774257605
41296,41296.0,59,CUB,Cuba,16,Villa Clara,,,CU.VC,0,,Provincia,Province,19760605,Present,,156,Caibarién,,,CU.VC.CB,0,,Municipio,Municipality,1976,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,12.4900144977,0.068720120209
41309,41309.0,60,CUW,Curaçao,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.57463907314,0.0363591266359
41310,41310.0,61,CYP,Cyprus,1,Famagusta,Famgusta|Ammochostos|Famagosta|Famagouste|Gazimagosa|Gazimagusa|Magusa|Gazimağusa,Αμμόχωστος,CY.FA,0,,Eπαρχίες|Eparchies,District,1901,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.982675755599,0.0201515876834
41311,41311.0,61,CYP,Cyprus,2,Larnaca,Lárnaka|Larnaka|İskele,Λάρνακα,CY.LA,0,,Eπαρχίες|Eparchies,District,1901,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.03908667429,0.0900114963079
41312,41312.0,61,CYP,Cyprus,3,Limassol,Limasol|Leymosun,Λεμεσός,CY.LI,0,,Eπαρχίες|Eparchies,District,1901,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.1987334548,0.124481661252
41313,41313.0,61,CYP,Cyprus,4,Nicosia,Lefkosía|Levkosía|Lefkosa|Nicosie|Nikosia|Lefkoşa,Λευκωσία,CY.NI,0,,Eπαρχίες|Eparchies,District,1901,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.99373694629,0.194784774933
41314,41314.0,61,CYP,Cyprus,5,Paphos,Baf|Pafos|Gazibaf,Πάφος,CY.PA,0,,Eπαρχίες|Eparchies,District,1901,Present,,0,,,,,0,,,,,,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.52551165292,0.134837163685
41315,41315.0,62,CZE,Czech Republic,2,Jihočeský,Budweis|Budejovický|Ceskobudejovický|South Bohemian,,CZ.CK,0,,Kraj,Region,20010101,Present,,8,České Budějovice,,,CZ.CK.CB,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.52915593419,0.200895982127
41322,41322.0,62,CZE,Czech Republic,3,Jihomoravský,Brünn|Jihomoravský Brnenský|South Moravian,,CZ.BK,0,,Kraj,Region,20010101,Present,,16,Blansko,,,CZ.BK.BK,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.84916374685,0.128051399421
41329,41329.0,62,CZE,Czech Republic,4,Karlovarský,Carlsbad| Karlovy Vary,,CZ.KK,0,,Kraj,Region,20010101,Present,,22,Cheb,,,CZ.KK.CH,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.99336254349,0.13206653104
41332,41332.0,62,CZE,Czech Republic,6,Kraj Vysočina,Iglau|Jihlavský|Vysocina|Vysočina,,CZ.JK,0,,Kraj,Region,20010101,Present,,31,Havlíčkův Brod,,,CZ.JK.HB,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.97082904297,0.165777975606
41337,41337.0,62,CZE,Czech Republic,5,Královéhradecký,Königsgrätz| Hradec Králové,,CZ.HK,0,,Kraj,Region,20010101,Present,,25,Hradec Králové,,,CZ.HK.HK,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.69539397522,0.102851586578
41342,41342.0,62,CZE,Czech Republic,7,Liberecký,Reichenberg| Liberec,,CZ.LK,0,,Kraj,Region,20010101,Present,,35,Česká Lípa,,,CZ.LK.CL,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.70537404163,0.144743108627
41346,41346.0,62,CZE,Czech Republic,8,Moravskoslezský,Mährisch-Ostrau|Mähren|Morava|Moravie|Mor via|Moravskoslezský|Ostravský| Moravian-Silesian,,CZ.VK,0,,Kraj,Region,20010101,Present,,39,Bruntál,,,CZ.VK.BR,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.65834607903,0.210878873379
41352,41352.0,62,CZE,Czech Republic,9,Olomoucký,Olmütz|Olomouc,,CZ.OK,0,,Kraj,Region,20010101,Present,,46,Jeseník,,,CZ.OK.JE,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.95812439869,0.0880225279652
41357,41357.0,62,CZE,Czech Republic,10,Pardubický,Pardubitz|Pardubice,,CZ.EK,0,,Kraj,Region,20010101,Present,,51,Chrudim,,,CZ.EK.CR,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.75212612515,0.122142346825
41361,41361.0,62,CZE,Czech Republic,11,Plzeňský,Pilsen|Plzeň,,CZ.PK,0,,Kraj,Region,20010101,Present,,54,Domažlice,,,CZ.PK.DO,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.89116104099,0.142841384533
41368,41368.0,62,CZE,Czech Republic,12,Prague,Prag |Hlavní město Praha,,CZ.SK,0,,Kraj,Region,20010101,Present,,61,Praha 10,,,,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,0.280747684502,0.00229278107327
41390,41390.0,62,CZE,Czech Republic,13,Středočeský,Central Bohemian,,CZ.SK,0,,Kraj,Region,20010101,Present,,83,Benešov,,,CZ.SK.BN,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,2.47385924347,0.174170709228
41402,41402.0,62,CZE,Czech Republic,1,Ústecký,Aussig an der Elbe|Aussig|Ústí nad Labem,,CZ.UK,0,,Kraj,Region,20010101,Present,,2,Chomutov,,,CZ.UK.CV,0,,Okres,District,Unknown,Present,,0,,,,,0,,,,,,,0,,,0,,,,,,,0,,0,,,,,,1.86567110825,0.12637236191
