Master Key,Dataset Key,Segment Type,Association Type,Channel,Hashtag,Handle,Post Content,Post Theme Type,Post Themes,Retweets,Replies,Likes,Post Time,Post Url,Handle Image Url,sentiment,polarity score
1,,KOL,Others,weibo,[],深夜徐老师,一辆宝马！mini cooper，送你们！转发并同时关注@深夜徐老师 和 @深夜种草的翠花  就可以啦～账号四周年啦，感谢水晶女孩们的一路陪伴！不知道你们喜欢啥颜色，那就图里的色号随便选吧@微博抽奖平台  6月28日开奖～（都说我微博中奖率高，那就让我看看谁是这个幸运鹅） ​ ​​​​...展开全文c,,['Freedom'],212067,413560,142220,2018-05-29 20:41,https://www.weibo.com/1770418834/GiVDBenpJ?from=page_1005051770418834_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.0.0.2048.2048.50/69867292ly8fjbyaniu2fj21kw1kwqah.jpg,Neutral,0.12416666666666666
1,,KOL,Others,weibo,"['#汤唯#', '#VogueFilm#']",VogueFilm,演员#汤唯# @胡歌 携手登上#VogueFilm#全新一期封面，共同演绎@刘雨霖YULIN 导演的《在所有想见的地方》，青梅竹马，离别多年，会失散？会重逢？想念与思索交织的故事，谱成一段初夏的乐章。点击置顶转发微博中的预售链接，更有线上珍藏版主角电影海报可供选择。 ​​​​,,['Freedom'],1681,661846,5200,2018-05-25 13:00,https://www.weibo.com/1655526104/GigUqAVAd?from=page_1002061655526104_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.2.0.1238.1238.50/62ad52d8ly8fm61f7s8u1j20yi0yejsa.jpg,Neutral,0.20727272727272728
1,,KOL,Others,weibo,['#芭姐开包记#'],时尚芭莎,林彦俊 尤长靖 陆定昊#芭姐开包记#  “emm...出去玩！”！芭姐与BANANA男孩的约会10S预告上线！初夏黄昏，在这一刻放下初为偶像的掌声喧嚣！一起郊游吧，你带着快乐，我带着你～@林彦俊 @尤长靖 @Trainee18-陆定昊 想知道他们包包里还有什么你从没见过的小秘密吗 ​​​​...展开全文c,,['Freedom'],17551,512912,10668,2018-05-30 20:45,https://www.weibo.com/1708288824/Gj55G9rSh?from=page_1002061708288824_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.0.1242.1242.50/65d26b38ly8frnczbi356j20yi0yidkv.jpg,Neutral,0.36250000000000004
1,,KOL,Others,weibo,[],时尚芭莎,林彦俊尤长靖陆定昊 今日份惊喜，第一组大片上线️芭姐与BANANA男孩的约会从雨露清晨到落日黄昏，从掌声与尖叫中抽离，寻找最初的自己。在宛如有精灵出没的田野草地，拥抱慵懒午后，这一刻让灵魂放空，跟我走好吗？与@林彦俊 @尤长靖 @Trainee18-陆定昊  一起郊游， ​​​​...展开全文c,,['Freedom'],10480,249598,8479,2018-05-31 15:25,https://www.weibo.com/1708288824/Gjcqsh2UO?from=page_1002061708288824_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.0.1242.1242.50/65d26b38ly8frnczbi356j20yi0yidkv.jpg,Neutral,0.028571428571428564
1,,KOL,Others,weibo,[],WeLens,跟你想到一起啦～❤️ ​​​​,,[],16260,59872,111327,2018-05-30 14:53,https://www.weibo.com/1713053037/Gj2N8wVhc?from=page_1005051713053037_profile&wvr=6&mod=weibotime,https://tva3.sinaimg.cn/crop.8.0.114.114.50/661b1d6djw8enxhrwdb6nj203o03ot8i.jpg,Neutral,0.0
1,,KOL,Others,weibo,[],特立不独行的喵咕酱,儿童节要到啦！当然要来宠爱你们~记得转发转发，同时关zhu我和@是邱邱不是球球揪一个人！图中全部都是你的！！承包你整个夏天的吃喝玩乐！将近3w块！！6.1就开！！让你过一个欧气满满的儿童节~@微博抽奖平台 ​​​​,,['Freedom'],21561,117684,27314,2018-05-25 17:03,https://www.weibo.com/5901067067/Giiv3wPmQ?from=page_1005055901067067_profile&wvr=6&mod=weibotime,https://tva2.sinaimg.cn/crop.0.0.640.640.50/006rmh75jw8f5kmp0xdpzj30hs0hs0sv.jpg,Positive,0.6147135416666667
1,,KOL,Others,weibo,['#张艺兴时尚芭莎#'],时尚芭莎,#张艺兴时尚芭莎# @努力努力再努力x 张艺兴音乐主题封面新鲜出炉！购买戳链接：预售 时尚芭莎杂志2018年6月下 封面 张艺兴 送大海报 在昏暗的灯光下，游走在安静与爆发的分界点。因为知道“努力努力再努力”没有止境，所以他更加专注自我，并且懂得比成熟更重要的是承担与承受。@小荔BAZAAR 摄影@陈漫ChenMan 总策划@左敏洁KT 造型 ​​​​...展开全文c,,['Freedom'],13385,119810,19197,2018-05-25 10:00,https://www.weibo.com/1708288824/GifJnmzJV?from=page_1002061708288824_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.0.1242.1242.50/65d26b38ly8frnczbi356j20yi0yidkv.jpg,Neutral,0.09642857142857142
1,,KOL,Others,weibo,['#张艺兴时尚芭莎#'],时尚芭莎,#张艺兴时尚芭莎# 本期张艺兴 @努力努力再努力x 内页大片火热上线！吾家少年初长成的模样，在昏暗的色调里展现出别样的魅力。听得了赞美，受得住诋毁，身处浮躁的世界里永远保持初心，从不用任何标签定义自己，靠努力证明实力，一路披荆斩棘，他值得所有最好的称赞。@小荔BAZAAR  @左敏洁KT  摄影 ​​​​...展开全文c,,['Freedom'],12060,109927,21011,2018-05-25 11:00,https://www.weibo.com/1708288824/Gig7JktPp?from=page_1002061708288824_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.0.1242.1242.50/65d26b38ly8frnczbi356j20yi0yidkv.jpg,Neutral,0.11990740740740741
1,,KOL,Others,weibo,['#张艺兴时尚芭莎#'],时尚芭莎,#张艺兴时尚芭莎# 张艺兴 @努力努力再努力x 创意视频正片上线！让我们与这迷雾里走来的少年共赴一场跨时空的音乐冒险！镜头里的他偶尔孩子气，偶尔很狂野；眼神里有一丝桀骜，但多出来的是一份沉稳；盛名光芒之下是他对音乐与梦想不变的初心！@小荔BAZAAR 总策划@左敏洁KT 视频策划@BAZAAR_Angela  ​​​​...展开全文c,,['Freedom'],7352,111005,15507,2018-05-25 14:12,https://www.weibo.com/1708288824/GihnR3Zyg?from=page_1002061708288824_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.0.1242.1242.50/65d26b38ly8frnczbi356j20yi0yidkv.jpg,Neutral,0.14421296296296296
3,,Brand,Brand,weibo,['#征服不设限#'],碧欧泉Biotherm,你能猜出他是谁吗？关注 @碧欧泉Biotherm  转发评论PO出你的答案，就有机会获得劲酷水润礼，与他一起#征服不设限# ​​​​,,['Freedom'],12237,105290,12481,2018-05-25 12:08,https://www.weibo.com/1745068231/GigzFbHsH?from=page_1006061745068231_profile&wvr=6&mod=weibotime,https://tvax3.sinaimg.cn/crop.2.4.241.241.50/6803a0c7ly8fpih668952j206y06yt8q.jpg,Neutral,0.35
3,,Brand,Brand,weibo,['#征服不设限#'],碧欧泉Biotherm,"碧欧泉男士亚太区全新代言人揭晓倒计时2⃣天！听说你还有点小疑惑，特地奉上视频帮你找答案！转发并@碧欧泉Biotherm 大声说出你的人选，就有机会获得澎湃保湿礼,#征服不设限# 与他同行👣 ​​​​ L碧欧泉Biotherm的秒拍视频 ​​​​",,['Freedom'],4671,88309,7331,2018-05-30 13:19,https://www.weibo.com/1745068231/Gj2aDhhTe?from=page_1006061745068231_profile&wvr=6&mod=weibotime,https://tvax3.sinaimg.cn/crop.2.4.241.241.50/6803a0c7ly8fpih668952j206y06yt8q.jpg,Neutral,0.10734577922077923
1,,KOL,Others,weibo,['#张艺兴时尚芭莎#'],时尚芭莎,#张艺兴时尚芭莎# 预告、封面、大片、视频没看够？张艺兴@努力努力再努力x 拍摄花絮新鲜奉上！在暗黑的迷雾里随着音乐舞动，张弛有力的灵动舞步，拨人心弦的眼神，他身体的每个部位都散发着一股迷人的魅力，无论什么风格都能完美演绎，无论面对多少困难都会努力坚持，这样的张艺兴你们被吸引了吗？ ​​​​...展开全文c,,['Freedom'],6043,68576,16644,2018-05-26 14:00,https://www.weibo.com/1708288824/GiqJi2Ze5?from=page_1002061708288824_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.0.1242.1242.50/65d26b38ly8frnczbi356j20yi0yidkv.jpg,Neutral,0.26481481481481484
3,,Brand,Brand,weibo,[],碧欧泉Biotherm,确认他的眼神 —— 碧欧泉男士亚太区全新代言人即将揭晓 转发此条并@碧欧泉Biotherm 猜猜他是谁，即有机会获得明星同款好礼，我们相约6月1日与他不见不散 L碧欧泉Biotherm的秒拍视频 ​​​​,,['Freedom'],8942,66798,10293,2018-05-28 15:20,https://www.weibo.com/1745068231/GiK6QdM7n?from=page_1006061745068231_profile&wvr=6&mod=weibotime,https://tvax3.sinaimg.cn/crop.2.4.241.241.50/6803a0c7ly8fpih668952j206y06yt8q.jpg,Neutral,0.2340909090909091
1,,KOL,Others,weibo,['#张艺兴时尚芭莎#'],时尚芭莎,#张艺兴时尚芭莎# @努力努力再努力x 张艺兴在与BAZAAR的畅聊中金句连连。对音乐满心热忱，对自我坦诚清醒。你最喜欢艺兴说的哪段话呢？@小荔BAZAAR 摄影@陈漫ChenMan 总策划@左敏洁KT 造型@卢克先生 编辑&采访@涂山曼倩 ​​​​,,['Freedom'],7156,63668,14927,2018-05-26 14:03,https://www.weibo.com/1708288824/GiqKy63YJ?from=page_1002061708288824_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.0.1242.1242.50/65d26b38ly8frnczbi356j20yi0yidkv.jpg,Neutral,0.16166666666666668
1,,KOL,Others,weibo,[],一条,【价值上亿的3000㎡明代老宅】山西平遥人耿保国，做漆器有55年了。20年前，在一次拍卖会上，他用半生积蓄和借来的100万，买下了家乡一座有400年历史的明清建筑，作为自己的工作室和私宅。之后，他一边做漆器，一边修复房子，修了有20年，投入了四、五百万。房子从刚买下时的破烂不堪，如今已变成一座传 ​​​​...展开全文c,,['Freedom'],4095,15262,40553,2018-05-26 08:05,https://www.weibo.com/5135808743/Giopc8SDy?from=page_1005055135808743_profile&wvr=6&mod=weibotime,https://tva2.sinaimg.cn/crop.0.0.2044.2044.50/005BzksTgw1exbe09nkruj31kw1kwjxm.jpg,Neutral,0.05
1,,KOL,Others,weibo,[],colouration,黄景瑜给我下了什么迷药！！！ ​​​​,,[],9189,15454,33056,2018-05-27 14:42,https://www.weibo.com/5998187176/GiArckUoh?from=page_1005055998187176_profile&wvr=6&mod=weibotime,https://tvax2.sinaimg.cn/crop.2.0.507.507.50/006xVMusly8fh0wjk4g4wj30e80e3mxk.jpg,Neutral,0.0
1,,KOL,Others,weibo,[],芒果捞小萌主,蔡徐坤拜谢娜为师！还记得蔡徐坤七年前立下的flag么？七年后蔡徐坤和谢娜现场相认啦~担心师傅被砸，坤坤贴心给娜姐挡锅，暖炸了！期待本周六快乐大本营的精彩表现！@蔡徐坤 ​​​​,,['Freedom'],8224,2804,26307,2018-05-30 17:50,https://www.weibo.com/5705021476/Gj3WRp8KI?from=page_1005055705021476_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.14.22.480.480.50/006e5GHqly8fo7ugh7n6cj30e80e8ta6.jpg,Neutral,0.29500000000000004
1,,KOL,Others,weibo,[],深夜徐老师,好多人私信问我美图T9拍照咋样，我建议大家实地去体验一下好啦！今天我就在上海新天地南里广场体验了一把实物～收获了人生中第一张没有修图就能直接发出去的照片（图1）和我本人判若两人，对比惊人…然后照片就在现场一块超级大的屏幕上被展示出来了，妈呀，乍一看还以为我是美图手机代言人 ​​​​...展开全文c,,['Freedom'],8462,15406,12320,2018-05-26 22:02,https://www.weibo.com/1770418834/GitT61nrT?from=page_1005051770418834_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.0.0.2048.2048.50/69867292ly8fjbyaniu2fj21kw1kwqah.jpg,Neutral,0.2306122448979592
1,,KOL,Others,weibo,[],深夜徐老师,去法国的vlog第三弹，为了戛纳特意买了一条7万的裙子，结果发现我穿不上…气死本平胸了！L深夜徐老师的秒拍视频 ​​​​,,['Freedom'],8481,13127,12585,2018-05-27 20:38,https://www.weibo.com/1770418834/GiCLzmQ61?from=page_1005051770418834_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.0.0.2048.2048.50/69867292ly8fjbyaniu2fj21kw1kwqah.jpg,Neutral,0.11904761904761905
1,,KOL,Others,weibo,"['#明星事件#', '#易烊千玺 蓄须照#', '#易烊千玺#']",新浪时尚,#明星事件#【#易烊千玺 蓄须照#】好久不见的@TFBOYS-易烊千玺 深夜晒出自己的蓄须照，留了一个月的成果，有了胡子加成的#易烊千玺#明显成熟了许多。 ​​​​,,['Freedom'],3940,7662,21473,2018-05-30 09:50,https://www.weibo.com/1765148101/Gj0O1pOne?from=page_1002061765148101_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.19.22.534.534.50/693605c5ly8fqx2xtjy3rj20g70g7jtj.jpg,Neutral,-0.025
1,,KOL,Others,weibo,[],VogueFilm,@周一围 、@马思纯 演绎VogueFilm 大片《陌生人》。在风起的米兰，他与她，彼此心照不宣地沉默着。他们是谁？彼此间又潜藏着怎样的故事？是恋人吗？却为何又如此陌生。摄影：杜璇 Michelle Du 造型：李颖贤 Candy Lee ​​​​,,['Freedom'],617,31032,739,2018-05-30 16:45,https://www.weibo.com/1655526104/Gj3wfnH1V?from=page_1002061655526104_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.2.0.1238.1238.50/62ad52d8ly8fm61f7s8u1j20yi0yejsa.jpg,Neutral,0.09166666666666666
1,,KOL,Others,weibo,[],阿花花酱,自从我去年发现自己是个发际线低的秃子后，就非常注重生发问题。买了一堆各种吃的抹的照的，最后的结果就是有的坚持不下来，有的坚持下来也没啥用。坚持下来且效果最好的，好像也只有hairmax的生发带了，工作室里的妹子们用完后也都一惊一乍的说：卧槽真的有用，绒毛长出来了！不服不行 ​​​​...展开全文c,,['Freedom'],0,23557,8190,2018-05-28 21:05,https://www.weibo.com/1695958733/GiMmQmYAE?from=page_1005051695958733_profile&wvr=6&mod=weibotime,https://tva2.sinaimg.cn/crop.0.1.1242.1242.50/651646cdjw8epxws2cbojj20yi0yl0w9.jpg,Neutral,0.29166666666666674
1,,KOL,Others,weibo,[],江南,好吧好吧，把你们的师兄还给你们。 ​​​​,,['Freedom'],6148,5372,19848,2018-05-30 17:21,https://www.weibo.com/1191262305/Gj3L2huKF?from=page_1035051191262305_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.0.0.1242.1242.50/47013861ly8fpjg9kz7gpj20yi0yin47.jpg,Neutral,0.2857142857142857
1,,KOL,Others,weibo,[],张皓宸,想对你说的话，都“写”在书里。—《听你的 》 ​​​​,,['Freedom'],4170,6642,20164,2018-05-26 21:05,https://www.weibo.com/1223465794/Gitw4fD99?from=page_1005051223465794_profile&wvr=6&mod=weibotime,https://tva3.sinaimg.cn/crop.0.0.1125.1125.50/48ec9b42jw8f5s3asg3dmj20v90v9tb2.jpg,Neutral,0.0
1,,KOL,Others,weibo,[],韩饭桶,赵丽颖 爱心墨镜很抢镜，墨镜已成凹造型必备。飞行员墨镜帅气，方形墨镜霸气，多边形墨镜修饰圆圆脸，大size墨镜显脸小，不同墨镜能搭出不同风格。蔡徐坤，黄景瑜，王俊凯，王子异，朱正廷，赵丽颖，赵薇 舒淇，黄子韬，李宇春，我发起了一个投票 【谁最适合为墨镜代言？】R谁最适合为墨镜代言？ ​​​​,,[],14810,13206,2439,2018-05-27 21:41,https://www.weibo.com/2481092927/GiDaUwgI9?from=page_1005052481092927_profile&wvr=6&mod=weibotime,https://tva4.sinaimg.cn/crop.49.0.337.337.50/93e2793fjw8enqhb9709kj20c80c83z3.jpg,Neutral,0.274025974025974
1,,KOL,Others,weibo,[],张皓宸,能麻烦你笑一下吗，因为我的饮料不够甜啊。土味情话走一波 ​​​​,,['Freedom'],4608,5072,19789,2018-05-29 21:22,https://www.weibo.com/1223465794/GiVUs36FX?from=page_1005051223465794_profile&wvr=6&mod=weibotime,https://tva3.sinaimg.cn/crop.0.0.1125.1125.50/48ec9b42jw8f5s3asg3dmj20v90v9tb2.jpg,Neutral,0.2875
1,,KOL,Others,weibo,[],晚晚学姐,Hello world！（挥手致意 ​​​​,,[],3416,342,17767,2018-05-28 12:22,https://www.weibo.com/1802267337/GiIWM7xHo?from=page_1005051802267337_profile&wvr=6&mod=weibotime,https://tva2.sinaimg.cn/crop.0.0.983.983.50/6b6c6ac9jw8ek1i1cjag8j20rb0rcju6.jpg,Neutral,0.0
1,,KOL,Others,weibo,"['#时尚芭莎7月下#', '#王大陆生日快乐0529#']",时尚芭莎,#时尚芭莎7月下# #王大陆生日快乐0529#  他是《铁道飞虎》中个性单纯又有着倔强一面的八路军大国；他也是《鲛珠传》中因受到伤害而渐渐封闭自己的飞贼泥空空；他还是综艺节目中那个嘻嘻哈哈的搞怪男孩……而镜头之外，我们看到了一个不一样的王大陆@王大陸TaluWang 。他有想法、有调皮、有任性、有机智 ​​​​...展开全文c,,['Freedom'],209,20418,611,2018-05-29 15:09,https://www.weibo.com/1708288824/GiTsUzGfb?from=page_1002061708288824_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.0.1242.1242.50/65d26b38ly8frnczbi356j20yi0yidkv.jpg,Neutral,0.0638888888888889
1,,KOL,Others,weibo,[],江南,爱歌唱的女孩被埋葬在花下，连带着她的野心、残暴和谜一样的往事。——夏天来了，忽然想起夏弥来。 ​​​​,,['Freedom'],2394,3186,15005,2018-05-30 15:27,https://www.weibo.com/1191262305/Gj30Uw4pr?from=page_1035051191262305_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.0.0.1242.1242.50/47013861ly8fpjg9kz7gpj20yi0yin47.jpg,Neutral,0.0
1,,KOL,Others,weibo,['#王俊凯#'],时尚COSMO,COSMO星光  @TFBOYS-王俊凯 出席@BOLON暴龙眼镜 品牌发布会，中长条纹外套搭配水洗牛仔裤，脚蹬小白鞋，加上一副金丝边圆眼镜简直变身雪兔哥！粉丝互动环节，小凯不仅借用偶像金曲幽默调侃粉丝，“下雨天要注意安全，不要去最美的屋檐”。#王俊凯# ​​​​,,['Freedom'],1750,11051,6635,2018-05-26 12:44,https://www.weibo.com/1518966617/Giqeyq4zG?from=page_1002061518966617_profile&wvr=6&mod=weibotime,https://tvax2.sinaimg.cn/crop.0.0.300.300.50/5a899759ly8fidkhu0niaj208c08cq3p.jpg,Neutral,0.17500000000000002
1,,KOL,Others,weibo,[],IBabeee,Brandy Melville Part 2❤️Disneyland！ 2美国·洛杉矶迪士尼乐园 ​​​​,,[],1197,487,16299,2018-05-28 13:23,https://www.weibo.com/1746765625/GiJlue4V7?from=page_1005051746765625_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.16.0.1092.1092.50/681d8739ly8fnf32j29yjj20v90ucgou.jpg,Neutral,0.0
1,,KOL,Others,weibo,[],野生珍妮,做了个基因检测，说我有藏族和苗族血统，难怪爱唱歌跳舞！@23魔方  L野生珍妮的秒拍视频 ​​​​,,['Freedom'],5887,5162,6137,2018-05-29 20:55,https://www.weibo.com/1566452762/GiVJdyljU?from=page_1005051566452762_profile&wvr=6&mod=weibotime,https://tva3.sinaimg.cn/crop.0.0.180.180.50/5d5e2c1ajw8elpaodrhjij2050050jr9.jpg,Neutral,0.3625
1,,KOL,Others,weibo,[],深夜徐老师,我最近入手了一套娇兰花草水语系列的香水，味道清新好闻，真的灰常适合在夏天喷喷喷！个人特别推荐薄荷青柠，薄荷让人神清气爽，加上满载露水的青草甜香，充满了生机和活力。另外，柑橘罗勒也是我很喜欢的味道。像身处在清晨沾着露珠的橘园，还带有一点点橘子皮的微微酸涩。清新的果香在身上若隐若现， ​​​​...展开全文c,,['Freedom'],3925,3479,7518,2018-05-25 21:46,https://www.weibo.com/1770418834/Gikma1XTU?from=page_1005051770418834_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.0.0.2048.2048.50/69867292ly8fjbyaniu2fj21kw1kwqah.jpg,Neutral,0.24615384615384617
1,,KOL,Others,weibo,[],韩饭桶,每周机场秀｜ 郑秀晶 昆明机场现身，本周不少明星在机场秀中都有不俗表现，Loewe新款包、Converse和Off－white联名鞋、Gucci定制手袋、爱马仕herbag等都被上身。蔡徐坤、王子异、宋茜、范丞丞、郑秀晶、李宇春、倪妮、王源、王一博我发起了一个投票 【谁是本周最佳机场秀？】R谁是本周最佳机场秀？ ​​​​,,[],6959,6439,1092,2018-05-30 21:51,https://www.weibo.com/2481092927/Gj5wz0ZWS?from=page_1005052481092927_profile&wvr=6&mod=weibotime,https://tva4.sinaimg.cn/crop.49.0.337.337.50/93e2793fjw8enqhb9709kj20c80c83z3.jpg,Positive,0.556060606060606
1,,KOL,Others,weibo,[],韩饭桶,世界杯即将开启️！易烊千玺，迪丽热巴，杨幂，宁泽涛 四位代言人纷纷出镜Adidas最新宣传片，我发起了一个投票 【谁最出彩】R谁最出彩 ​​​​,,[],6910,6734,814,2018-05-31 13:12,https://www.weibo.com/2481092927/GjbyxFsdC?from=page_1005052481092927_profile&wvr=6&mod=weibotime,https://tva4.sinaimg.cn/crop.49.0.337.337.50/93e2793fjw8enqhb9709kj20c80c83z3.jpg,Positive,0.625
1,,KOL,Others,weibo,[],Pony__朴惠敏,“晕妆”简直是所有化妆女生夏天的噩梦 想要画好一个精致服帖的夏日妆容，其实并不难哦~ 推荐几款在屈臣氏就能买到的“百元好物”给你们 特别适合夏天使用~ 转发+评论，抽4位送玛丽黛佳混色版画眼影 抽4位送ZA双色唇膏棒，4位送ZA隐遁修容遮瑕棒 再抽3位送MAKEUPMIRACLE灵暇弹网气垫霜 ...展开全文c,,['Freedom'],2257,7487,4539,2018-05-30 21:00,https://www.weibo.com/5882998192/Gj5bM4tx2?from=page_1005055882998192_profile&wvr=6&mod=weibotime,https://tvax2.sinaimg.cn/crop.0.10.1125.1125.50/006q8szCly8fgq42km241j30v90vtq6j.jpg,Neutral,0.22142857142857145
1,,KOL,Others,weibo,['#mm美美一口水果茶#'],妖精边儿,@麦当劳 今天又惊到妖精君了，新出的水果茶竟然和梦妆联名推出了限量礼盒，美美的水果茶+三款梦妆唇膏笔再配上今年最in的透明袋，组成了美美礼盒，没想到美食加美妆的组合竟然如此美貌到炸裂。 妖精君赶紧去参加了晒出与水果茶美美照，赢美美礼盒活动，一快跟妖精君一起参加起来吧。#mm美美一口水果茶# ​​​​,,['Freedom'],4701,4646,4593,2018-05-26 20:40,https://www.weibo.com/1993730873/GitlGjjHA?from=page_1005051993730873_profile&wvr=6&mod=weibotime,https://tva2.sinaimg.cn/crop.0.0.1125.1125.50/76d5eb39jw8f3r9z7gmg4j20v90v9god.jpg,Neutral,0.37186147186147184
1,,KOL,Others,weibo,[],刘同,你们有这样的困扰吗？！ ​​​​,,['Freedom'],3635,1701,8376,2018-05-28 21:05,https://www.weibo.com/1670697373/GiMmMdr4e?from=page_1035051670697373_profile&wvr=6&mod=weibotime,https://tvax2.sinaimg.cn/crop.0.0.1125.1125.50/6394d19dly8fmv3tb08h3j20v90v940d.jpg,Neutral,0.0
1,,KOL,Others,weibo,"['#时尚芭莎六月下#', '#重返二十岁#', '#艳势番之新青年#']",时尚芭莎,#时尚芭莎六月下# 超人气小花旦@胡冰卿 用温润如玉的性格受到大家的喜爱，又用一部部的经典之作俘获大众的心，#重返二十岁# #艳势番之新青年# 等大制作剧集接连上档，这个出道六年的的女生，迎来了事业的新元年。 视觉/王倩 @樱桃有点凉 编辑/@十四点 艺人统筹/小仙 摄影/Win.Tam 化妆/@李欣辕 发型/ ​​​​...展开全文c,,['Freedom'],218,12770,696,2018-05-28 17:00,https://www.weibo.com/1708288824/GiKLGhXEW?from=page_1002061708288824_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.0.1242.1242.50/65d26b38ly8frnczbi356j20yi0yidkv.jpg,Neutral,0.23796620046620046
1,,KOL,Others,weibo,['#MelilimFuVlog#'],傅沛MelilimFu,#MelilimFuVlog#  這是一組我稱呼💙超模妝💙不用修片+完美上鏡的妝容，平時我拍雜誌的時候多數給模特畫。🔥一点没修没调完全原片🔥那天拍芭莎的時候就是畫這個妝容的啦，Pick一張截圖也都是好看的，比較適合上鏡拍動態等等無表情需高級臉，顏色很乾淨又有閃片亮點✨✨(閃片愛好者 沛🧜 ​​​​...展开全文c,,['Freedom'],2838,405,10096,2018-05-29 22:14,https://www.weibo.com/1720143693/GiWfFihqB?from=page_1005051720143693_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.0.512.512.50/66874f4dly8fpqpd8mwdhj20e80e8jry.jpg,Neutral,0.16666666666666666
1,,Consumer,Brand,weibo,['#琦琦私物大分享#'],陈琦小公举,"#琦琦私物大分享# 身为面膜小白鼠的我真的是太太太喜欢尝试各种新面膜啦🤦🏻‍♀️🤦🏻‍♀️偶然间发现雪花秀竟然也出了贴片面膜 一直是雪花秀撕拉面膜和睡眠面膜死忠粉的我迫不及待的买来尝个鲜😋😋而且雪花秀今年也是破天荒的找了史上第一位代言人——宋慧乔乔妹🤩🤩乔妹在韩国都是 ​
			...展开全文c",,['Freedom'],4137,2999,6004,2018-05-26 10:20,https://weibo.com/5661502915/GiphZ90VN?refer_flag=1001030103_,https://tvax2.sinaimg.cn/crop.0.0.864.864.50/006b95x9ly8fk1skqoraaj30o00o0mzs.jpg,Neutral,0.15959595959595962
1,,KOL,Others,weibo,[],江南,“给我一杯阿尔卑斯山的矿泉水，我希望它的温度是准确的四度，太冷太热都会影响它的口感，盛它的杯子要冰过，不要金属杯子，要玻璃杯，我不喜欢金属的味道，倒进杯子里的时候它的开瓶时间别超过十秒钟，空气进去之后也会影响味道。还要一些陈年的威士忌来调出水的自然芬芳。”芬格尔优雅地坐下。服务生 ​​​​...展开全文c,,"['Freedom', 'Hope']",2066,741,10329,2018-05-29 23:49,https://www.weibo.com/1191262305/GiWS21SY1?from=page_1035051191262305_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.0.0.1242.1242.50/47013861ly8fpjg9kz7gpj20yi0yin47.jpg,Neutral,0.10944444444444443
1,,KOL,Others,weibo,['#pony新妆时间#'],Pony__朴惠敏,美到让人过目不忘的，是你眼中的璀璨星河梦幻华丽的Coachella音乐节妆容特别的场合搭配特别的妆容有被“她”惊艳到吗？#pony新妆时间# LPony__朴惠敏的秒拍视频 ​​​​,,['Freedom'],1875,2027,9133,2018-05-29 16:00,https://www.weibo.com/5882998192/GiTNueDij?from=page_1005055882998192_profile&wvr=6&mod=weibotime,https://tvax2.sinaimg.cn/crop.0.10.1125.1125.50/006q8szCly8fgq42km241j30v90vtq6j.jpg,Neutral,0.3417748917748918
1,,KOL,Others,weibo,[],IBabeee,shooting with @BrandyMelville part1 2Malibu Beach Inn ​​​​,,[],676,272,11789,2018-05-27 08:31,https://www.weibo.com/1746765625/Giy0Ab3Mf?from=page_1005051746765625_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.16.0.1092.1092.50/681d8739ly8fnf32j29yjj20v90ucgou.jpg,Neutral,0.0
