politician,label
http://dbpedia.org/resource/Ramen_Deka,Ramen Deka
http://dbpedia.org/resource/Ajay_Sancheti,Ajay Sancheti
http://dbpedia.org/resource/Amar_Agrawal,Amar Agrawal
http://dbpedia.org/resource/Daulatrao_Aher,Daulatrao Aher
http://dbpedia.org/resource/Jyotsana_Srivastava,Jyotsana Srivastava
http://dbpedia.org/resource/Kishorbhai_Lunagariya,Kishorbhai Lunagariya
http://dbpedia.org/resource/Louis_Marandi,Louis Marandi
http://dbpedia.org/resource/Meghraj_Jain,Meghraj Jain
http://dbpedia.org/resource/Nirmal_Kumar_Singh,Nirmal Kumar Singh
http://dbpedia.org/resource/Pritam_Munde,Pritam Munde
http://dbpedia.org/resource/Rahul_Sinha,Rahul Sinha
http://dbpedia.org/resource/Shailendra_Nath_Shrivastava,Shailendra Nath Shrivastava
http://dbpedia.org/resource/Tesam_Pongte,Tesam Pongte
http://dbpedia.org/resource/Veena_Pandey,Veena Pandey
http://dbpedia.org/resource/Amar_Shankar_Sable,Amar Shankar Sable
http://dbpedia.org/resource/Anil_Madhav_Dave,Anil Madhav Dave
http://dbpedia.org/resource/Ashish_Deshmukh,Ashish Deshmukh
http://dbpedia.org/resource/Baikunth_Lal_Sharma,Baikunth Lal Sharma
http://dbpedia.org/resource/Bhushan_Lal_Jangde,Bhushan Lal Jangde
http://dbpedia.org/resource/Chunibhai_K_Gohel,Chunibhai K Gohel
http://dbpedia.org/resource/Draupadi_Murmu,Draupadi Murmu
http://dbpedia.org/resource/Jagan_Prasad_Garg,Jagan Prasad Garg
http://dbpedia.org/resource/Lal_Bihari_Tiwari,Lal Bihari Tiwari
http://dbpedia.org/resource/Prabhu_Dayal_Katheria,Prabhu Dayal Katheria
http://dbpedia.org/resource/Rajiv_Gumber,Rajiv Gumber
http://dbpedia.org/resource/Ranvijay_Singh_Judev,Ranvijay Singh Judev
http://dbpedia.org/resource/Ravindra_Kishore_Sinha,Ravindra Kishore Sinha
http://dbpedia.org/resource/Sudhakar_Kohale,Sudhakar Kohale
http://dbpedia.org/resource/Suresh_Rana,Suresh Rana
http://dbpedia.org/resource/Yogendra_Upadhyaya,Yogendra Upadhyaya
http://dbpedia.org/resource/Ayanur_Manjunath,Ayanur Manjunath
http://dbpedia.org/resource/Deorao_Madguji_Holi,Deorao Madguji Holi
http://dbpedia.org/resource/H._Raja,H. Raja
http://dbpedia.org/resource/Nerella_Anjaneyulu,Nerella Anjaneyulu
http://dbpedia.org/resource/Prem_Kumar_(politician),Prem Kumar
http://dbpedia.org/resource/Raghaw_Sharan_Pandey,Raghaw Sharan Pandey
http://dbpedia.org/resource/Ramanand_Singh,Ramanand Singh
http://dbpedia.org/resource/Ramesh_Chand_Tomar,Ramesh Chand Tomar
http://dbpedia.org/resource/Ranjit_Patil,Ranjit Patil
http://dbpedia.org/resource/Shanker_Lal_Khatique,Shanker Lal Khatique
http://dbpedia.org/resource/Vikas_Kumbhare,Vikas Kumbhare
http://dbpedia.org/resource/Arun_Singh_(politician),Arun Singh
http://dbpedia.org/resource/Abhijit_Das_(Bobby),Abhijit Das
http://dbpedia.org/resource/Anil_Sole,Anil Sole
http://dbpedia.org/resource/Bhagirathi_Devi,Bhagirathi Devi
http://dbpedia.org/resource/Bikram_Sarkar,Bikram Sarkar
http://dbpedia.org/resource/Bimla_Singh_Solanki,Bimla Singh Solanki
http://dbpedia.org/resource/Dilip_Pandya,Dilip Pandya
http://dbpedia.org/resource/GVL_Narsimha_Rao,GVL Narsimha Rao
http://dbpedia.org/resource/Jugal_Kishore(UP_politician),Jugal Kishore
http://dbpedia.org/resource/Madhav_Bhandari,Madhav Bhandari
http://dbpedia.org/resource/Mansukh_L._Mandaviya,Mansukh L. Mandaviya
http://dbpedia.org/resource/Uday_Singh,Uday Singh
http://dbpedia.org/resource/Kota_Srinivasa_Rao,Kota Srinivasa Rao
http://dbpedia.org/resource/Suresh_Gopi,Suresh Gopi
http://dbpedia.org/resource/Varun_Gandhi,Varun Gandhi
http://dbpedia.org/resource/Vijay_Jolly,Vijay Jolly
http://dbpedia.org/resource/Lakhiram_Agrawal,Lakhiram Agrawal
http://dbpedia.org/resource/Agys_Ramsaran_Verma,Agys Ramsaran Verma
http://dbpedia.org/resource/Anant_Dave,Anant Dave
http://dbpedia.org/resource/Anoop_Mishra,Anoop Mishra
http://dbpedia.org/resource/Chendupatla_Janga_Reddy,Chendupatla Janga Reddy
http://dbpedia.org/resource/Dharmpal_Singh,Dharmpal Singh
http://dbpedia.org/resource/Dilip_Ghosh,Dilip Ghosh
http://dbpedia.org/resource/Girish_Vyas,Girish Vyas
http://dbpedia.org/resource/Malini_Gaurd,Malini Gaurd
http://dbpedia.org/resource/Manish_Asiza,Manish Asiza
http://dbpedia.org/resource/PP_Mukundan,PP Mukundan
http://dbpedia.org/resource/Pacharne_Baburao_Kashinath,Pacharne Baburao Kashinath
http://dbpedia.org/resource/Salkhan_Murmu,Salkhan Murmu
http://dbpedia.org/resource/Sapam_Kunjakeswor_Singh,Sapam Kunjakeswor Singh
http://dbpedia.org/resource/Smita_Wagh,Smita Wagh
http://dbpedia.org/resource/Sudhanshu_Trivedi,Sudhanshu Trivedi
http://dbpedia.org/resource/Suresh_Kumar_Khanna,Suresh Kumar Khanna
http://dbpedia.org/resource/Jitu_Jirati,Jitu Jirati
http://dbpedia.org/resource/M.S._Partha_Sarathi,M.S. Partha Sarathi
http://dbpedia.org/resource/Nishikant_Dubey,Nishikant Dubey
http://dbpedia.org/resource/Sudhanshu_Mittal,Sudhanshu Mittal
http://dbpedia.org/resource/Vani_Tripathi,Vani Tripathi
http://dbpedia.org/resource/P._S._Sreedharan_Pillai,P. S. Sreedharan Pillai
http://dbpedia.org/resource/Vitthal_Prasad_Sharma,Vitthal Prasad Sharma
http://dbpedia.org/resource/Bachi_Singh_Rawat,Bachi Singh Rawat
http://dbpedia.org/resource/Baliram_Kashyap,Baliram Kashyap
http://dbpedia.org/resource/Bhanu_Pratap_Singh_Verma,Bhanu Pratap Singh Verma
http://dbpedia.org/resource/Bhanwar_Singh_Dangawas,Bhanwar Singh Dangawas
http://dbpedia.org/resource/Brajesh_Pathak,Brajesh Pathak
http://dbpedia.org/resource/D._B._Patil,D. B. Patil
http://dbpedia.org/resource/D._V._Sadananda_Gowda,D. V. Sadananda Gowda
http://dbpedia.org/resource/Dhan_Singh_Rawat,Dhan Singh Rawat
http://dbpedia.org/resource/Dushyant_Singh,Dushyant Singh
http://dbpedia.org/resource/Faggan_Singh_Kulaste,Faggan Singh Kulaste
http://dbpedia.org/resource/G._M._Siddeshwara,G. M. Siddeshwara
http://dbpedia.org/resource/Ganesh_Singh,Ganesh Singh
http://dbpedia.org/resource/Hansraj_Gangaram_Ahir,Hansraj Gangaram Ahir
http://dbpedia.org/resource/Harising_Nasaru_Rathod,Harising Nasaru Rathod
http://dbpedia.org/resource/Kishan_Lal_Diler,Kishan Lal Diler
http://dbpedia.org/resource/Mahadeo_Shivankar,Mahadeo Shivankar
http://dbpedia.org/resource/Mahaveer_Bhagora,Mahaveer Bhagora
http://dbpedia.org/resource/Manabendra_Shah,Manabendra Shah
http://dbpedia.org/resource/Pankaj_Choudhary,Pankaj Choudhary
http://dbpedia.org/resource/Raghuveer_Singh_Koshal,Raghuveer Singh Koshal
http://dbpedia.org/resource/Rajnath_Singh,Rajnath Singh
http://dbpedia.org/resource/Rama_Jois,Rama Jois
http://dbpedia.org/resource/Raosaheb_Danve,Raosaheb Danve
http://dbpedia.org/resource/Rasa_Singh_Rawat,Rasa Singh Rawat
http://dbpedia.org/resource/Rupatai_Patil_Nilangekar,Rupatai Patil Nilangekar
http://dbpedia.org/resource/Sangeeta_Kumari_Singh_Deo,Sangeeta Kumari Singh Deo
http://dbpedia.org/resource/Shishupal_Natthu_Patle,Shishupal Natthu Patle
http://dbpedia.org/resource/Shrichand_Kriplani,Shrichand Kriplani
http://dbpedia.org/resource/Suresh_Ganapat_Wagmare,Suresh Ganapat Wagmare
http://dbpedia.org/resource/Suresh_Prabhu,Suresh Prabhu
http://dbpedia.org/resource/Yogi_Adityanath,Yogi Adityanath
http://dbpedia.org/resource/Amit_Shah,Amit Shah
http://dbpedia.org/resource/Devendra_Fadnavis,Devendra Fadnavis
http://dbpedia.org/resource/Ganesh_Karnik,Ganesh Karnik
http://dbpedia.org/resource/Girish_Bapat,Girish Bapat
http://dbpedia.org/resource/Krishna_Das_(politician),Krishna Das
http://dbpedia.org/resource/Kunwar_Sarvesh_Kumar_Singh,Kunwar Sarvesh Kumar Singh
http://dbpedia.org/resource/Pratap_Simha,Pratap Simha
http://dbpedia.org/resource/Ramanlal_Vora,Ramanlal Vora
http://dbpedia.org/resource/Tarachand_Sahu,Tarachand Sahu
http://dbpedia.org/resource/Daggubati_Venkateswara_Rao,Daggubati Venkateswara Rao
http://dbpedia.org/resource/Gulab_Chand_Kataria,Gulab Chand Kataria
http://dbpedia.org/resource/Jayakumar_Jitendrasinh_Rawal,Jayakumar Jitendrasinh Rawal
http://dbpedia.org/resource/La_Ganesan,La Ganesan
http://dbpedia.org/resource/Manorama_Madhwaraj,Manorama Madhwaraj
http://dbpedia.org/resource/Paresh_Rawal,Paresh Rawal
http://dbpedia.org/resource/Richard_Hay_(politician),Richard Hay
http://dbpedia.org/resource/Sakshi_Maharaj,Sakshi Maharaj
http://dbpedia.org/resource/Syed_Shahnawaz_Hussain,Syed Shahnawaz Hussain
http://dbpedia.org/resource/Babul_Supriyo,Babul Supriyo
http://dbpedia.org/resource/Bishnu_Pada_Ray,Bishnu Pada Ray
http://dbpedia.org/resource/Prahlad_Singh_Patel,Prahlad Singh Patel
http://dbpedia.org/resource/Satyabrata_Mookherjee,Satyabrata Mookherjee
http://dbpedia.org/resource/Om_Prakash_Mathur,Om Prakash Mathur
http://dbpedia.org/resource/Om_Prakash_Yadav,Om Prakash Yadav
http://dbpedia.org/resource/Banwarilal_Purohit,Banwarilal Purohit
http://dbpedia.org/resource/Kaptan_Singh_Solanki,Kaptan Singh Solanki
http://dbpedia.org/resource/Abhishek_Singh,Abhishek Singh
http://dbpedia.org/resource/Ajay_Kumar_Mishra,Ajay Kumar Mishra
http://dbpedia.org/resource/Ajay_Nishad,Ajay Nishad
http://dbpedia.org/resource/Ajay_Tamta,Ajay Tamta
http://dbpedia.org/resource/Arjunlal_Meena,Arjunlal Meena
http://dbpedia.org/resource/Ashwini_Kumar_Choubey,Ashwini Kumar Choubey
http://dbpedia.org/resource/Bhagwanth_Khuba,Bhagwanth Khuba
http://dbpedia.org/resource/Chandra_Mohan_Patowary,Chandra Mohan Patowary
http://dbpedia.org/resource/Chandra_Prakash_Joshi,Chandra Prakash Joshi
http://dbpedia.org/resource/Chintaman_Vanaga,Chintaman Vanaga
http://dbpedia.org/resource/Debomoy_Sanyal,Debomoy Sanyal
http://dbpedia.org/resource/Dilip_Patel,Dilip Patel
http://dbpedia.org/resource/Gajendrasingh_Shekhawat,Gajendrasingh Shekhawat
http://dbpedia.org/resource/Gokaraju_Ganga_Raju,Gokaraju Ganga Raju
http://dbpedia.org/resource/Harinarayan_Rajbhar,Harinarayan Rajbhar
http://dbpedia.org/resource/Heena_Gavit,Heena Gavit
http://dbpedia.org/resource/Janak_Ram,Janak Ram
http://dbpedia.org/resource/Janardan_Singh_Sigriwal,Janardan Singh Sigriwal
http://dbpedia.org/resource/Jasvantsinh_Sumanbhai_Bhabhor,Jasvantsinh Sumanbhai Bhabhor
http://dbpedia.org/resource/Joyram_Engleng,Joyram Engleng
http://dbpedia.org/resource/Jugal_Kishore_Sharma,Jugal Kishore Sharma
http://dbpedia.org/resource/Kamakhya_Prasad_Tasa,Kamakhya Prasad Tasa
http://dbpedia.org/resource/Karadi_Sanganna_Amarappa,Karadi Sanganna Amarappa
http://dbpedia.org/resource/Krishan_Pal_Gurjar,Krishan Pal Gurjar
http://dbpedia.org/resource/Krishna_Raj,Krishna Raj
http://dbpedia.org/resource/Mahant_Avaidyanath,Mahant Avaidyanath
http://dbpedia.org/resource/Mahendra_Nath_Pandey,Mahendra Nath Pandey
http://dbpedia.org/resource/Naipal_Singh,Naipal Singh
http://dbpedia.org/resource/Narayan_Lal_Panchariya,Narayan Lal Panchariya
http://dbpedia.org/resource/Neelam_Sonkar,Neelam Sonkar
http://dbpedia.org/resource/Niranjan_Jyoti,Niranjan Jyoti
http://dbpedia.org/resource/Nityanand_Rai,Nityanand Rai
http://dbpedia.org/resource/P._P._Choudhary,P. P. Choudhary
http://dbpedia.org/resource/Parmanand_Rishideo,Parmanand Rishideo
http://dbpedia.org/resource/Penmetsa_Vishnu_Kumar_Raju,Penmetsa Vishnu Kumar Raju
http://dbpedia.org/resource/Poonamben_Madam,Poonamben Madam
http://dbpedia.org/resource/Pratap_Chandra_Sarangi,Pratap Chandra Sarangi
http://dbpedia.org/resource/Rajendra_Agnihotri,Rajendra Agnihotri
http://dbpedia.org/resource/Rajveer_Singh,Rajveer Singh
http://dbpedia.org/resource/Ram_Prasad_Sharma,Ram Prasad Sharma
http://dbpedia.org/resource/Rameswar_Teli,Rameswar Teli
http://dbpedia.org/resource/Salil_Vishnoi,Salil Vishnoi
http://dbpedia.org/resource/Sanjaykaka_Patil,Sanjaykaka Patil
http://dbpedia.org/resource/Sanjeev_Balyan,Sanjeev Balyan
http://dbpedia.org/resource/Satish_Chandra_Dubey,Satish Chandra Dubey
http://dbpedia.org/resource/Sharad_Bansode,Sharad Bansode
http://dbpedia.org/resource/Vijay_Sampla,Vijay Sampla
http://dbpedia.org/resource/Yashwant_Singh,Yashwant Singh
http://dbpedia.org/resource/P._C._Sorcar_Jr.,P. C. Sorcar Jr.
http://dbpedia.org/resource/Arun_Kumar_(politician),Arun Kumar
http://dbpedia.org/resource/Dinesh_Sharma,Dinesh Sharma
http://dbpedia.org/resource/Jai_Bhagwan_Aggarwal,Jai Bhagwan Aggarwal
http://dbpedia.org/resource/Mahesh_Sharma,Mahesh Sharma
http://dbpedia.org/resource/Ananth_Kumar,Ananth Kumar
http://dbpedia.org/resource/Mira_Aggarwal,Mira Aggarwal
http://dbpedia.org/resource/Bandaru_Dattatreya,Bandaru Dattatreya
http://dbpedia.org/resource/Bhupendrasinh_Prabhatsinh_Solanki,Bhupendrasinh Prabhatsinh Solanki
http://dbpedia.org/resource/Harilal_Madhavjibhai_Patel,Harilal Madhavjibhai Patel
http://dbpedia.org/resource/Harin_Pathak,Harin Pathak
http://dbpedia.org/resource/Jayaben_Thakkar,Jayaben Thakkar
http://dbpedia.org/resource/Kiren_Rijiju,Kiren Rijiju
http://dbpedia.org/resource/Mahesh_Kumar_Kanodia,Mahesh Kumar Kanodia
http://dbpedia.org/resource/Suresh_Chandel,Suresh Chandel
http://dbpedia.org/resource/Suryakanta_Patil,Suryakanta Patil
http://dbpedia.org/resource/Pushpdan_Shambhudan_Gadhavi,Pushpdan Shambhudan Gadhavi
http://dbpedia.org/resource/Rajendrasinh_Ghanshyamsinh_Rana,Rajendrasinh Ghanshyamsinh Rana
http://dbpedia.org/resource/Ratilal_Kalidas_Varma,Ratilal Kalidas Varma
http://dbpedia.org/resource/Shankersinh_Vaghela,Shankersinh Vaghela
http://dbpedia.org/resource/Subramanian_Swamy,Subramanian Swamy
http://dbpedia.org/resource/Sushil_Kumar_Modi,Sushil Kumar Modi
http://dbpedia.org/resource/Tapir_Gao,Tapir Gao
http://dbpedia.org/resource/Tejashwini_Gowda,Tejashwini Gowda
http://dbpedia.org/resource/Vallabhbhai_Kathiria,Vallabhbhai Kathiria
http://dbpedia.org/resource/Ashok_Nete,Ashok Nete
http://dbpedia.org/resource/B._Gopalakrishnan,B. Gopalakrishnan
http://dbpedia.org/resource/Gopal_Shetty,Gopal Shetty
http://dbpedia.org/resource/Kambhampati_Hari_Babu,Kambhampati Hari Babu
http://dbpedia.org/resource/Kapil_Patil,Kapil Patil
http://dbpedia.org/resource/Nagendra_Singh_(politician),Nagendra Singh
http://dbpedia.org/resource/Prem_Prakash_Pandey,Prem Prakash Pandey
http://dbpedia.org/resource/Ramesh_Bidhuri,Ramesh Bidhuri
http://dbpedia.org/resource/Satish_Upadhyay,Satish Upadhyay
http://dbpedia.org/resource/Subhash_Bhamre,Subhash Bhamre
http://dbpedia.org/resource/Sunil_Gaikwad,Sunil Gaikwad
http://dbpedia.org/resource/Anil_Shirole,Anil Shirole
http://dbpedia.org/resource/Aravind_Limbavali,Aravind Limbavali
http://dbpedia.org/resource/Bakhshish_Singh_Virk,Bakhshish Singh Virk
http://dbpedia.org/resource/Bhawani_Singh_Rajawat,Bhawani Singh Rajawat
http://dbpedia.org/resource/C._P._Radhakrishnan,C. P. Radhakrishnan
http://dbpedia.org/resource/Dinesh_Kashyap,Dinesh Kashyap
http://dbpedia.org/resource/Harsh_Sanghavi,Harsh Sanghavi
http://dbpedia.org/resource/Harsh_Vardhan_(Delhi_politician),Harsh Vardhan
http://dbpedia.org/resource/Kailash_Vijayvargiya,Kailash Vijayvargiya
http://dbpedia.org/resource/Maheish_Girri,Maheish Girri
http://dbpedia.org/resource/Manohar_Lal_Khattar,Manohar Lal Khattar
http://dbpedia.org/resource/Mohan_Singh_Bisht,Mohan Singh Bisht
http://dbpedia.org/resource/Pankaj_Singh_(politician),Pankaj Singh
http://dbpedia.org/resource/Rajendra_Arlekar,Rajendra Arlekar
http://dbpedia.org/resource/Ramsinh_Rathwa,Ramsinh Rathwa
http://dbpedia.org/resource/Tara_Singh_(Mumbai_politician),Tara Singh
http://dbpedia.org/resource/Tulsi_Agarwal,Tulsi Agarwal
http://dbpedia.org/resource/Kailash_Chandra_Joshi,Kailash Chandra Joshi
http://dbpedia.org/resource/Venkaiah_Naidu,Venkaiah Naidu
http://dbpedia.org/resource/Sikander_Bakht,Sikander Bakht
http://dbpedia.org/resource/Sanwar_Lal_Jat,Sanwar Lal Jat
http://dbpedia.org/resource/Jagdambika_Pal,Jagdambika Pal
http://dbpedia.org/resource/Mallika_Prasad,Mallika Prasad
http://dbpedia.org/resource/P._K._Krishna_Das,P. K. Krishna Das
http://dbpedia.org/resource/S.A._Ramadas,S.A. Ramadas
http://dbpedia.org/resource/Sanjay_Pathak,Sanjay Pathak
http://dbpedia.org/resource/Laxmikant_Parsekar,Laxmikant Parsekar
http://dbpedia.org/resource/Narendra_Singh_Tomar,Narendra Singh Tomar
http://dbpedia.org/resource/Nazar_Abbas_Naqvi,Nazar Abbas Naqvi
http://dbpedia.org/resource/Virendra_Verma,Virendra Verma
http://dbpedia.org/resource/Chaudhary_Birender_Singh,Chaudhary Birender Singh
http://dbpedia.org/resource/Vellampalli_Srinivas,Vellampalli Srinivas
http://dbpedia.org/resource/Alina_Saldanha,Alina Saldanha
http://dbpedia.org/resource/Amrita_Rawat,Amrita Rawat
http://dbpedia.org/resource/Angoorlata_Deka,Angoorlata Deka
http://dbpedia.org/resource/Balachandra_Laxmanrao_Jarkiholi,Balachandra Laxmanrao Jarkiholi
http://dbpedia.org/resource/C._P._Yogeshwar,C. P. Yogeshwar
http://dbpedia.org/resource/Dilip_Parulekar,Dilip Parulekar
http://dbpedia.org/resource/G._H._Thippareddy,G. H. Thippareddy
http://dbpedia.org/resource/Glenn_Ticlo,Glenn Ticlo
http://dbpedia.org/resource/Kiran_Kandolkar,Kiran Kandolkar
http://dbpedia.org/resource/Milind_Naik,Milind Naik
http://dbpedia.org/resource/Nalin_Kohli,Nalin Kohli
http://dbpedia.org/resource/Parimal_Suklabaidya,Parimal Suklabaidya
http://dbpedia.org/resource/Prabhu_Chavhan,Prabhu Chavhan
http://dbpedia.org/resource/Raj_Khurana,Raj Khurana
http://dbpedia.org/resource/Sanjay_B._Patil,Sanjay B. Patil
http://dbpedia.org/resource/Sheikh_Hassan_Haroon,Sheikh Hassan Haroon
http://dbpedia.org/resource/Shwet_Malik,Shwet Malik
http://dbpedia.org/resource/Angara_S,Angara S
http://dbpedia.org/resource/Aravind_Bellad,Aravind Bellad
http://dbpedia.org/resource/Arjun_Sahani,Arjun Sahani
http://dbpedia.org/resource/Arun_Sood,Arun Sood
http://dbpedia.org/resource/Darbari_Lal,Darbari Lal
http://dbpedia.org/resource/Gopal_Narayan_Singh,Gopal Narayan Singh
http://dbpedia.org/resource/Govind_M._Karjol,Govind M. Karjol
http://dbpedia.org/resource/Harshvardhan_Singh,Harshvardhan Singh
http://dbpedia.org/resource/Lehar_Singh_Siroya,Lehar Singh Siroya
http://dbpedia.org/resource/Manish_Grover,Manish Grover
http://dbpedia.org/resource/Prakash_Pant,Prakash Pant
http://dbpedia.org/resource/Raj_Narain_Passi,Raj Narain Passi
http://dbpedia.org/resource/Ram_Kumar_Verma,Ram Kumar Verma
http://dbpedia.org/resource/Ramji_Manjhi,Ramji Manjhi
http://dbpedia.org/resource/S._Muniraju,S. Muniraju
http://dbpedia.org/resource/S._R._Vishwanath,S. R. Vishwanath
http://dbpedia.org/resource/Siddharth_Nath_Singh,Siddharth Nath Singh
http://dbpedia.org/resource/Siddhartha_Bhattacharya,Siddhartha Bhattacharya
http://dbpedia.org/resource/Subedar_Prasad,Subedar Prasad
http://dbpedia.org/resource/Swarna_Ram,Swarna Ram
http://dbpedia.org/resource/Trivendra_Singh_Rawat,Trivendra Singh Rawat
http://dbpedia.org/resource/Tumke_Bagra,Tumke Bagra
http://dbpedia.org/resource/V._Somanna,V. Somanna
http://dbpedia.org/resource/Vinod_Narayan_Jha,Vinod Narayan Jha
http://dbpedia.org/resource/P._Muniraju_Gowda,P. Muniraju Gowda
http://dbpedia.org/resource/Ranjana_Baghel,Ranjana Baghel
http://dbpedia.org/resource/Ravindra_Jaiswal,Ravindra Jaiswal
http://dbpedia.org/resource/Ravindra_Kumar_Bhadana,Ravindra Kumar Bhadana
http://dbpedia.org/resource/Saba_Zafar,Saba Zafar
http://dbpedia.org/resource/Santosh_Danve,Santosh Danve
http://dbpedia.org/resource/Satya_Prakash_Agarwal,Satya Prakash Agarwal
http://dbpedia.org/resource/Shamsheer_Singh_Manhas,Shamsheer Singh Manhas
http://dbpedia.org/resource/Swami_Prasad_Maurya,Swami Prasad Maurya
http://dbpedia.org/resource/Chaudhary_Babulal,Chaudhary Babulal
http://dbpedia.org/resource/Kaushalendra_Singh,Kaushalendra Singh
http://dbpedia.org/resource/Swati_Singh_(politician),Swati Singh
