"name","label"
"http://dbpedia.org/resource/Jagmohan_Singh_Kang","Jagmohan Singh Kang"
"http://dbpedia.org/resource/Jayanti_Patnaik","Jayanti Patnaik"
"http://dbpedia.org/resource/K._J._George","K. J. George"
"http://dbpedia.org/resource/Karredula_Kamala_Kumari","Karredula Kamala Kumari"
"http://dbpedia.org/resource/Lalit_Kumar_Doley","Lalit Kumar Doley"
"http://dbpedia.org/resource/Liladhar_Kotoki","Liladhar Kotoki"
"http://dbpedia.org/resource/Mercy_Ravi","Mercy Ravi"
"http://dbpedia.org/resource/Mothey_Vedakumari","Mothey Vedakumari"
"http://dbpedia.org/resource/Nripen_Goswami","Nripen Goswami"
"http://dbpedia.org/resource/Om_Parkash_Soni","Om Parkash Soni"
"http://dbpedia.org/resource/P._Chuba_Chang","P. Chuba Chang"
"http://dbpedia.org/resource/Praveen_Singh_Aron","Praveen Singh Aron"
"http://dbpedia.org/resource/Radhanath_Rath","Radhanath Rath"
"http://dbpedia.org/resource/Raghunath_Sahai_Puri","Raghunath Sahai Puri"
"http://dbpedia.org/resource/Raj_Kumar_Verka","Raj Kumar Verka"
"http://dbpedia.org/resource/Rajaram_Kisan","Rajaram Kisan"
"http://dbpedia.org/resource/Sangam_Laxmi_Bai","Sangam Laxmi Bai"
"http://dbpedia.org/resource/Savitaben_Khant","Savitaben Khant"
"http://dbpedia.org/resource/Shakunthala_Shetty_T.","Shakunthala Shetty T."
"http://dbpedia.org/resource/Sukhbinder_Singh_Sarkaria","Sukhbinder Singh Sarkaria"
"http://dbpedia.org/resource/Usha_Meena","Usha Meena"
"http://dbpedia.org/resource/Arvind_Netam","Arvind Netam"
"http://dbpedia.org/resource/Ashraf_Ali_Khan_(politician)","Ashraf Ali Khan (politician)"
"http://dbpedia.org/resource/Asif_Muhammad_Khan","Asif Muhammad Khan"
"http://dbpedia.org/resource/Babulal_Nagar","Babulal Nagar"
"http://dbpedia.org/resource/Brij_Basi_Lal","Brij Basi Lal"
"http://dbpedia.org/resource/D._K._Suresh","D. K. Suresh"
"http://dbpedia.org/resource/Devender_Yadav","Devender Yadav"
"http://dbpedia.org/resource/Dhananjay_Mahato","Dhananjay Mahato"
"http://dbpedia.org/resource/Dharam_Dass_Shastri","Dharam Dass Shastri"
"http://dbpedia.org/resource/G._Narayan_Reddy","G. Narayan Reddy"
"http://dbpedia.org/resource/G._Narsimha_Reddy","G. Narsimha Reddy"
"http://dbpedia.org/resource/Govind_Singh_Dotasra","Govind Singh Dotasra"
"http://dbpedia.org/resource/Haroon_Yusuf","Haroon Yusuf"
"http://dbpedia.org/resource/Ishwar_Singh","Ishwar Singh"
"http://dbpedia.org/resource/Jai_Kishan","Jai Kishan"
"http://dbpedia.org/resource/Jai_Ram_Varma","Jai Ram Varma"
"http://dbpedia.org/resource/Javed_Ali_(politician)","Javed Ali (politician)"
"http://dbpedia.org/resource/K._Ashanna","K. Ashanna"
"http://dbpedia.org/resource/Kamal_Kishor","Kamal Kishor"
"http://dbpedia.org/resource/Khiladi_Lal_Bairwa","Khiladi Lal Bairwa"
"http://dbpedia.org/resource/Madhavrao_Bhujangrao_Kinhalkar","Madhavrao Bhujangrao Kinhalkar"
"http://dbpedia.org/resource/Mansoor_Ali_Khan_(politician)","Mansoor Ali Khan (politician)"
"http://dbpedia.org/resource/Nido_Pavitra","Nido Pavitra"
"http://dbpedia.org/resource/Nirmal_Khatri","Nirmal Khatri"
"http://dbpedia.org/resource/Nisha_Chaudhary","Nisha Chaudhary"
"http://dbpedia.org/resource/Omkar_Markam","Omkar Markam"
"http://dbpedia.org/resource/P._Narsa_Reddy","P. Narsa Reddy"
"http://dbpedia.org/resource/Poddutoori_Ganga_Reddy","Poddutoori Ganga Reddy"
"http://dbpedia.org/resource/Prabha_Kishor_Taviad","Prabha Kishor Taviad"
"http://dbpedia.org/resource/Rajan_Pallan","Rajan Pallan"
"http://dbpedia.org/resource/Ram_Krishna_Sinha","Ram Krishna Sinha"
"http://dbpedia.org/resource/Rani_Chitralekha_Bhonsle","Rani Chitralekha Bhonsle"
"http://dbpedia.org/resource/Shantaram_Potdukhe","Shantaram Potdukhe"
"http://dbpedia.org/resource/Sunder_Lal","Sunder Lal"
"http://dbpedia.org/resource/Vimla_Verma","Vimla Verma"
"http://dbpedia.org/resource/Abdus_Sattar_(Murshidabad_politician)","Abdus Sattar (Murshidabad politician)"
"http://dbpedia.org/resource/Bhola_Raut","Bhola Raut"
"http://dbpedia.org/resource/Bhubanananda_Das","Bhubanananda Das"
"http://dbpedia.org/resource/Bosiram_Siram","Bosiram Siram"
"http://dbpedia.org/resource/Charu_Chandra_Biswas","Charu Chandra Biswas"
"http://dbpedia.org/resource/Chaudhary_Nitiraj_Singh","Chaudhary Nitiraj Singh"
"http://dbpedia.org/resource/Chhitubhai_Gamit","Chhitubhai Gamit"
"http://dbpedia.org/resource/Chiranjib_Biswal","Chiranjib Biswal"
"http://dbpedia.org/resource/Darshan_Singh_Kaypee","Darshan Singh Kaypee"
"http://dbpedia.org/resource/Dwarka_Nath_Tiwary","Dwarka Nath Tiwary"
"http://dbpedia.org/resource/Ganesh_Hukkeri","Ganesh Hukkeri"
"http://dbpedia.org/resource/Golam_Yazdani","Golam Yazdani"
"http://dbpedia.org/resource/Gundugutti_Manjanathaya","Gundugutti Manjanathaya"
"http://dbpedia.org/resource/Jagannath_Rao","Jagannath Rao"
"http://dbpedia.org/resource/Jagat_Ram_Soondh","Jagat Ram Soondh"
"http://dbpedia.org/resource/Jambey_Tashi","Jambey Tashi"
"http://dbpedia.org/resource/Joginder_Pal_Pandey","Joginder Pal Pandey"
"http://dbpedia.org/resource/Jomin_Tayeng","Jomin Tayeng"
"http://dbpedia.org/resource/K._Lakkappa","K. Lakkappa"
"http://dbpedia.org/resource/Kantilal_Ghia","Kantilal Ghia"
"http://dbpedia.org/resource/Khagapati_Pradhani","Khagapati Pradhani"
"http://dbpedia.org/resource/Kiran_Choudhry","Kiran Choudhry"
"http://dbpedia.org/resource/Krishnendu_Narayan_Choudhury","Krishnendu Narayan Choudhury"
"http://dbpedia.org/resource/Kumsi_Sidisow","Kumsi Sidisow"
"http://dbpedia.org/resource/Kurur_Neelakandan_Namboodiripad","Kurur Neelakandan Namboodiripad"
"http://dbpedia.org/resource/Lutfal_Haque","Lutfal Haque"
"http://dbpedia.org/resource/Madhab_Rajbangshi","Madhab Rajbangshi"
"http://dbpedia.org/resource/Md._Sohrab","Md. Sohrab"
"http://dbpedia.org/resource/Mono_Mohan_Das","Mono Mohan Das"
"http://dbpedia.org/resource/Nepal_Chandra_Das","Nepal Chandra Das"
"http://dbpedia.org/resource/Niyaz_Hasan_Khan","Niyaz Hasan Khan"
"http://dbpedia.org/resource/Pandyanda_Belliappa","Pandyanda Belliappa"
"http://dbpedia.org/resource/Parasram_Mordiya","Parasram Mordiya"
"http://dbpedia.org/resource/Phulrenu_Guha","Phulrenu Guha"
"http://dbpedia.org/resource/Raj_Kumar_Patel","Raj Kumar Patel"
"http://dbpedia.org/resource/Rajinder_Singh_Sparrow","Rajinder Singh Sparrow"
"http://dbpedia.org/resource/Rajni_Ranjan_Sahu","Rajni Ranjan Sahu"
"http://dbpedia.org/resource/Ram_Kumar_Chaudhary","Ram Kumar Chaudhary"
"http://dbpedia.org/resource/Raosaheb_Shekhawat","Raosaheb Shekhawat"
"http://dbpedia.org/resource/Rubi_Noor","Rubi Noor"
"http://dbpedia.org/resource/Sharmistha_Mukherjee","Sharmistha Mukherjee"
"http://dbpedia.org/resource/Shiv_Bhanu_Singh_Solanki","Shiv Bhanu Singh Solanki"
"http://dbpedia.org/resource/Tapang_Taloh","Tapang Taloh"
"http://dbpedia.org/resource/Tarung_Pabin","Tarung Pabin"
"http://dbpedia.org/resource/Techi_Kaso","Techi Kaso"
"http://dbpedia.org/resource/Wangcha_Rajkumar","Wangcha Rajkumar"
"http://dbpedia.org/resource/Yogendra_Sao","Yogendra Sao"
"http://dbpedia.org/resource/Darshan_Singh_Pheruman","Darshan Singh Pheruman"
"http://dbpedia.org/resource/Shoaib_Iqbal","Shoaib Iqbal"
"http://dbpedia.org/resource/Ashok_Kumar_Walia","Ashok Kumar Walia"
"http://dbpedia.org/resource/B._K._Gadhvi","B. K. Gadhvi"
"http://dbpedia.org/resource/Brahm_Yadav","Brahm Yadav"
"http://dbpedia.org/resource/H._R._Gokhale","H. R. Gokhale"
"http://dbpedia.org/resource/Ishwarbhai_Chavda","Ishwarbhai Chavda"
"http://dbpedia.org/resource/Kengal_Shreepada_Renu","Kengal Shreepada Renu"
"http://dbpedia.org/resource/Kiran_Walia","Kiran Walia"
"http://dbpedia.org/resource/Kothur_G._Manjunath","Kothur G. Manjunath"
"http://dbpedia.org/resource/Matang_Sinh","Matang Sinh"
"http://dbpedia.org/resource/Mauli_Chandra_Sharma","Mauli Chandra Sharma"
"http://dbpedia.org/resource/Prabodh_Raval","Prabodh Raval"
"http://dbpedia.org/resource/Ram_Singh_Netaji","Ram Singh Netaji"
"http://dbpedia.org/resource/Ratubhai_Adani","Ratubhai Adani"
"http://dbpedia.org/resource/S._A._Devshah","S. A. Devshah"
"http://dbpedia.org/resource/Sunil_Jakhar","Sunil Jakhar"
"http://dbpedia.org/resource/Yogendra_Makwana","Yogendra Makwana"
"http://dbpedia.org/resource/Kamal_Nath","Kamal Nath"
"http://dbpedia.org/resource/Vilasrao_Deshmukh","Vilasrao Deshmukh"
"http://dbpedia.org/resource/Abhijit_Mukherjee","Abhijit Mukherjee"
"http://dbpedia.org/resource/Ajoy_Mukherjee","Ajoy Mukherjee"
"http://dbpedia.org/resource/Barkatullah_Khan","Barkatullah Khan"
"http://dbpedia.org/resource/Bhupinder_Singh_Hooda","Bhupinder Singh Hooda"
"http://dbpedia.org/resource/Deepender_Singh_Hooda","Deepender Singh Hooda"
"http://dbpedia.org/resource/G._Parameshwara","G. Parameshwara"
"http://dbpedia.org/resource/Gurdial_Singh_Dhillon","Gurdial Singh Dhillon"
"http://dbpedia.org/resource/Janardan_Dwivedi","Janardan Dwivedi"
"http://dbpedia.org/resource/Manoj_Chakraborty","Manoj Chakraborty"
"http://dbpedia.org/resource/Naresh_Kamboj","Naresh Kamboj"
"http://dbpedia.org/resource/Prithviraj_Chavan","Prithviraj Chavan"
"http://dbpedia.org/resource/Priyanka_Chaturvedi","Priyanka Chaturvedi"
"http://dbpedia.org/resource/Ranbir_Singh_Hooda","Ranbir Singh Hooda"
"http://dbpedia.org/resource/Sridhar_Babu","Sridhar Babu"
"http://dbpedia.org/resource/Subrata_Mukherjee","Subrata Mukherjee"
"http://dbpedia.org/resource/Syama_Prasad_Mukherjee","Syama Prasad Mukherjee"
"http://dbpedia.org/resource/Tariq_Anwar_(politician)","Tariq Anwar (politician)"
"http://dbpedia.org/resource/Y._S._Rajasekhara_Reddy","Y. S. Rajasekhara Reddy"
"http://dbpedia.org/resource/Yadav_Shivram_Mahajan","Yadav Shivram Mahajan"
"http://dbpedia.org/resource/Banarsi_Das_Gupta","Banarsi Das Gupta"
"http://dbpedia.org/resource/Boddepalli_Rajagopala_Rao","Boddepalli Rajagopala Rao"
"http://dbpedia.org/resource/Abhishek_Singhvi","Abhishek Singhvi"
"http://dbpedia.org/resource/Ajit_Kumar_Panja","Ajit Kumar Panja"
"http://dbpedia.org/resource/Ashwani_Kumar","Ashwani Kumar"
"http://dbpedia.org/resource/Kotha_Raghuramaiah","Kotha Raghuramaiah"
"http://dbpedia.org/resource/Om_Prakash_Jindal","Om Prakash Jindal"
"http://dbpedia.org/resource/Tejendra_Khanna","Tejendra Khanna"
"http://dbpedia.org/resource/V._Hanumantha_Rao","V. Hanumantha Rao"
"http://dbpedia.org/resource/V._Narayanasamy","V. Narayanasamy"
"http://dbpedia.org/resource/J._Geeta_Reddy","J. Geeta Reddy"
"http://dbpedia.org/resource/Lagadapati_Rajagopal","Lagadapati Rajagopal"
"http://dbpedia.org/resource/Avinash_Pandey","Avinash Pandey"
"http://dbpedia.org/resource/Bharatsinh_Madhavsinh_Solanki","Bharatsinh Madhavsinh Solanki"
"http://dbpedia.org/resource/Datla_Satyanarayana_Raju","Datla Satyanarayana Raju"
"http://dbpedia.org/resource/Joseph_Vazhackan","Joseph Vazhackan"
"http://dbpedia.org/resource/K._Jayaprakash_Hegde","K. Jayaprakash Hegde"
"http://dbpedia.org/resource/Kommareddi_Suryanarayana","Kommareddi Suryanarayana"
"http://dbpedia.org/resource/M._V._Gangadhara_Siva","M. V. Gangadhara Siva"
"http://dbpedia.org/resource/Manpreet_Singh_Badal","Manpreet Singh Badal"
"http://dbpedia.org/resource/Sriballav_Panigrahi","Sriballav Panigrahi"
"http://dbpedia.org/resource/Suresh_Shetty","Suresh Shetty"
"http://dbpedia.org/resource/T._N._Viswanatha_Reddy","T. N. Viswanatha Reddy"
"http://dbpedia.org/resource/Vinayak_Rao_Koratkar","Vinayak Rao Koratkar"
"http://dbpedia.org/resource/Amarjit_Singh_Samra","Amarjit Singh Samra"
"http://dbpedia.org/resource/Amrinder_Singh_Raja_Warring","Amrinder Singh Raja Warring"
"http://dbpedia.org/resource/Baba_Siddique","Baba Siddique"
"http://dbpedia.org/resource/Bhakta_Charan_Das","Bhakta Charan Das"
"http://dbpedia.org/resource/Bharat_Ram_Meghwal","Bharat Ram Meghwal"
"http://dbpedia.org/resource/Bhaurao_Dagadurao_Deshmukh","Bhaurao Dagadurao Deshmukh"
"http://dbpedia.org/resource/D._K._Shivakumar","D. K. Shivakumar"
"http://dbpedia.org/resource/Dominic_Presentation","Dominic Presentation"
"http://dbpedia.org/resource/Himanta_Biswa_Sarma","Himanta Biswa Sarma"
"http://dbpedia.org/resource/Ivan_D'Souza","Ivan D'Souza"
"http://dbpedia.org/resource/John_Richard_Lobo","John Richard Lobo"
"http://dbpedia.org/resource/K_R_Suresh_Reddy","K R Suresh Reddy"
"http://dbpedia.org/resource/Krishnarao_Gulabrao_Deshmukh","Krishnarao Gulabrao Deshmukh"
"http://dbpedia.org/resource/Lal_Chand_Kataria","Lal Chand Kataria"
"http://dbpedia.org/resource/Mahesh_Joshi","Mahesh Joshi"
"http://dbpedia.org/resource/Muhammad_Ali_Jinnah","Muhammad Ali Jinnah"
"http://dbpedia.org/resource/Narendra_R_Deoghare","Narendra R Deoghare"
"http://dbpedia.org/resource/P._L._Punia","P. L. Punia"
"http://dbpedia.org/resource/Pradeep_Kumar_Majhi","Pradeep Kumar Majhi"
"http://dbpedia.org/resource/Pratap_Bhanu_Sharma","Pratap Bhanu Sharma"
"http://dbpedia.org/resource/R._Roshan_Baig","R. Roshan Baig"
"http://dbpedia.org/resource/R._Selvaraj","R. Selvaraj"
"http://dbpedia.org/resource/R._V._Devraj","R. V. Devraj"
"http://dbpedia.org/resource/Ramchandra_Dhondiba_Bhandare","Ramchandra Dhondiba Bhandare"
"http://dbpedia.org/resource/Ravi_S._Naik","Ravi S. Naik"
"http://dbpedia.org/resource/Siddharth_Patel","Siddharth Patel"
"http://dbpedia.org/resource/Sonubhau_Dagadu_Baswant","Sonubhau Dagadu Baswant"
"http://dbpedia.org/resource/Surajratan_Fatehchand_Damani","Surajratan Fatehchand Damani"
"http://dbpedia.org/resource/Tarachand_Bhagora","Tarachand Bhagora"
"http://dbpedia.org/resource/Vilas_Rupawate","Vilas Rupawate"
"http://dbpedia.org/resource/Yashwantrao_Martandrao_Mukne","Yashwantrao Martandrao Mukne"
"http://dbpedia.org/resource/Ajay_Kapoor_(politician)","Ajay Kapoor (politician)"
"http://dbpedia.org/resource/Atanasio_Monserrate","Atanasio Monserrate"
"http://dbpedia.org/resource/Biren_Mitra","Biren Mitra"
"http://dbpedia.org/resource/Biren_Sing_Engti","Biren Sing Engti"
"http://dbpedia.org/resource/Chandan_Mal_Baid","Chandan Mal Baid"
"http://dbpedia.org/resource/Chaudhary_Mateen_Ahmed","Chaudhary Mateen Ahmed"
"http://dbpedia.org/resource/Chennupati_Vidya","Chennupati Vidya"
"http://dbpedia.org/resource/H._R._Bhardwaj","H. R. Bhardwaj"
"http://dbpedia.org/resource/Indumati_Bhattacharya","Indumati Bhattacharya"
"http://dbpedia.org/resource/Jayaben_Shah","Jayaben Shah"
"http://dbpedia.org/resource/Jitender_Singh_Malik","Jitender Singh Malik"
"http://dbpedia.org/resource/K._B._Prasanna_Kumar","K. B. Prasanna Kumar"
"http://dbpedia.org/resource/Kalluri_Chandramouli","Kalluri Chandramouli"
"http://dbpedia.org/resource/Karan_Singh_(Chhabra)","Karan Singh (Chhabra)"
"http://dbpedia.org/resource/Murli_Deora","Murli Deora"
"http://dbpedia.org/resource/Narayan_Rane","Narayan Rane"
"http://dbpedia.org/resource/Nibaran_Chandra_Laskar","Nibaran Chandra Laskar"
"http://dbpedia.org/resource/Nongthombam_Biren_Singh","Nongthombam Biren Singh"
"http://dbpedia.org/resource/P._Upendra","P. Upendra"
"http://dbpedia.org/resource/Pannalal_Barupal","Pannalal Barupal"
"http://dbpedia.org/resource/R._Venkataraman","R. Venkataraman"
"http://dbpedia.org/resource/Rajendra_Prasad","Rajendra Prasad"
"http://dbpedia.org/resource/Renuka_Chowdhury","Renuka Chowdhury"
"http://dbpedia.org/resource/S._Rajaraman","S. Rajaraman"
"http://dbpedia.org/resource/Sadhu_Ram_Sharma","Sadhu Ram Sharma"
"http://dbpedia.org/resource/Shyamlal_Yadav","Shyamlal Yadav"
"http://dbpedia.org/resource/Subodh_Kant_Sahay","Subodh Kant Sahay"
"http://dbpedia.org/resource/T._R._Venkataraman","T. R. Venkataraman"
"http://dbpedia.org/resource/Vitthalrao_Gadgil","Vitthalrao Gadgil"
"http://dbpedia.org/resource/Chimanbhai_Patel","Chimanbhai Patel"
"http://dbpedia.org/resource/E._Ikkanda_Warrier","E. Ikkanda Warrier"
"http://dbpedia.org/resource/G._Nizamuddin","G. Nizamuddin"
"http://dbpedia.org/resource/Kamaluddin_Ahmed","Kamaluddin Ahmed"
"http://dbpedia.org/resource/Mohd._Ayub_Khan","Mohd. Ayub Khan"
"http://dbpedia.org/resource/Nedurumalli_Janardhana_Reddy","Nedurumalli Janardhana Reddy"
"http://dbpedia.org/resource/O._P._Ramaswamy_Reddiyar","O. P. Ramaswamy Reddiyar"
"http://dbpedia.org/resource/P._M._Sayeed","P. M. Sayeed"
"http://dbpedia.org/resource/P._Subbarayan","P. Subbarayan"
"http://dbpedia.org/resource/Panabaka_Lakshmi","Panabaka Lakshmi"
"http://dbpedia.org/resource/S._R._Kanthi","S. R. Kanthi"
"http://dbpedia.org/resource/Damodaram_Sanjivayya","Damodaram Sanjivayya"
"http://dbpedia.org/resource/Puran_Singh_Bundela","Puran Singh Bundela"
"http://dbpedia.org/resource/Ramgulam_Chaudhary","Ramgulam Chaudhary"
"http://dbpedia.org/resource/Vakkom_Majeed","Vakkom Majeed"
"http://dbpedia.org/resource/Vasant_Sathe","Vasant Sathe"
"http://dbpedia.org/resource/A._Chellakumar","A. Chellakumar"
"http://dbpedia.org/resource/A._Chinnasami","A. Chinnasami"
"http://dbpedia.org/resource/A._Deivanayagam","A. Deivanayagam"
"http://dbpedia.org/resource/A._Krishnaveni","A. Krishnaveni"
"http://dbpedia.org/resource/A._P._C._Veerabahu","A. P. C. Veerabahu"
"http://dbpedia.org/resource/A._Pauliah","A. Pauliah"
"http://dbpedia.org/resource/A._Perumal","A. Perumal"
"http://dbpedia.org/resource/A._R._Subbiah_Mudaliar","A. R. Subbiah Mudaliar"
"http://dbpedia.org/resource/A._S._Subbaraj","A. S. Subbaraj"
"http://dbpedia.org/resource/A._Samraj","A. Samraj"
"http://dbpedia.org/resource/A._Senapathi_Gounder","A. Senapathi Gounder"
"http://dbpedia.org/resource/A._V._Thomas","A. V. Thomas"
"http://dbpedia.org/resource/A._Vaikuntam","A. Vaikuntam"
"http://dbpedia.org/resource/Arunachala_Thevar","Arunachala Thevar"
"http://dbpedia.org/resource/B._M._Pillai","B. M. Pillai"
"http://dbpedia.org/resource/B._Natarajan","B. Natarajan"
"http://dbpedia.org/resource/B_V_Kale","B V Kale"
"http://dbpedia.org/resource/Bhagraj_Choudhary","Bhagraj Choudhary"
"http://dbpedia.org/resource/C._Muthiah_Pillai","C. Muthiah Pillai"
"http://dbpedia.org/resource/C._Palanimuthu","C. Palanimuthu"
"http://dbpedia.org/resource/C._Ramaswamy_Mudaliar","C. Ramaswamy Mudaliar"
"http://dbpedia.org/resource/C._Srinivasa_Iyengar","C. Srinivasa Iyengar"
"http://dbpedia.org/resource/Chinnathambi","Chinnathambi"
"http://dbpedia.org/resource/Chinniah","Chinniah"
"http://dbpedia.org/resource/D._K._Raja","D. K. Raja"
"http://dbpedia.org/resource/D._Selvaraj","D. Selvaraj"
"http://dbpedia.org/resource/D._Yasodha","D. Yasodha"
"http://dbpedia.org/resource/Devendra_Nath_Dwivedi","Devendra Nath Dwivedi"
"http://dbpedia.org/resource/Dhandayuthapani_Pillai","Dhandayuthapani Pillai"
"http://dbpedia.org/resource/G._Bhuvaraghan","G. Bhuvaraghan"
"http://dbpedia.org/resource/G._Gomathisankara_Dikshidar","G. Gomathisankara Dikshidar"
"http://dbpedia.org/resource/G._Narayanasamy_Naidu","G. Narayanasamy Naidu"
"http://dbpedia.org/resource/G._Vagheesam_Pillai","G. Vagheesam Pillai"
"http://dbpedia.org/resource/Govindan","Govindan"
"http://dbpedia.org/resource/H._M._Raju","H. M. Raju"
"http://dbpedia.org/resource/I._A._C._Pillai","I. A. C. Pillai"
"http://dbpedia.org/resource/J._James_(Thiruvattar_MLA)","J. James (Thiruvattar MLA)"
"http://dbpedia.org/resource/J._L._P._Roche_Victoria","J. L. P. Roche Victoria"
"http://dbpedia.org/resource/Jayarama_Reddiar","Jayarama Reddiar"
"http://dbpedia.org/resource/K._B._S._Mani","K. B. S. Mani"
"http://dbpedia.org/resource/K._Gopal_Kounder","K. Gopal Kounder"
"http://dbpedia.org/resource/K._Hussan_Ali","K. Hussan Ali"
"http://dbpedia.org/resource/K._Jeyakumar","K. Jeyakumar"
"http://dbpedia.org/resource/K._Kallan","K. Kallan"
"http://dbpedia.org/resource/K._Marappa_Gounder","K. Marappa Gounder"
"http://dbpedia.org/resource/K._Paramalai","K. Paramalai"
"http://dbpedia.org/resource/K._R._Thangaraju","K. R. Thangaraju"
"http://dbpedia.org/resource/K._R._Viswanathan","K. R. Viswanathan"
"http://dbpedia.org/resource/K._Ravi_Arunan","K. Ravi Arunan"
"http://dbpedia.org/resource/K._S._Subramania_Gounder","K. S. Subramania Gounder"
"http://dbpedia.org/resource/K._V._V._Rajamanickam","K. V. V. Rajamanickam"
"http://dbpedia.org/resource/Konijeti_Rosaiah","Konijeti Rosaiah"
"http://dbpedia.org/resource/Krishnaswami_Iyengar","Krishnaswami Iyengar"
"http://dbpedia.org/resource/Lata_Priyakumar","Lata Priyakumar"
"http://dbpedia.org/resource/Lourdammal_Simon","Lourdammal Simon"
"http://dbpedia.org/resource/M._Andi_Ambalam","M. Andi Ambalam"
"http://dbpedia.org/resource/M._C._Muthukumaraswami","M. C. Muthukumaraswami"
"http://dbpedia.org/resource/M._Chelliah","M. Chelliah"
"http://dbpedia.org/resource/M._D._Thyagaraja_Pillai","M. D. Thyagaraja Pillai"
"http://dbpedia.org/resource/M._G._Sankar","M. G. Sankar"
"http://dbpedia.org/resource/M._I._Shanavas","M. I. Shanavas"
"http://dbpedia.org/resource/M._Kandaswamy_Padayachi","M. Kandaswamy Padayachi"
"http://dbpedia.org/resource/M._M._S._Abul_Hassan","M. M. S. Abul Hassan"
"http://dbpedia.org/resource/M._Moses","M. Moses"
"http://dbpedia.org/resource/M._P._Periaswami","M. P. Periaswami"
"http://dbpedia.org/resource/M._S._Selvaraj","M. S. Selvaraj"
"http://dbpedia.org/resource/M._Sundardas","M. Sundardas"
"http://dbpedia.org/resource/Marri_Shashidhar_Reddy","Marri Shashidhar Reddy"
"http://dbpedia.org/resource/Martin_(Sathankulam_MLA)","Martin (Sathankulam MLA)"
"http://dbpedia.org/resource/Mohammed_Abdur_Rahiman","Mohammed Abdur Rahiman"
"http://dbpedia.org/resource/Mool_Chand_Meena","Mool Chand Meena"
"http://dbpedia.org/resource/N._Duraipandian","N. Duraipandian"
"http://dbpedia.org/resource/N._Kasiraman","N. Kasiraman"
"http://dbpedia.org/resource/N._R._Rengarajan","N. R. Rengarajan"
"http://dbpedia.org/resource/N._Soundarapandian","N. Soundarapandian"
"http://dbpedia.org/resource/N._Sundaram","N. Sundaram"
"http://dbpedia.org/resource/N._Sundarraj","N. Sundarraj"
"http://dbpedia.org/resource/Nalinaksha_Sanyal","Nalinaksha Sanyal"
"http://dbpedia.org/resource/O._R._Ramachandran","O. R. Ramachandran"
"http://dbpedia.org/resource/O._S._Veluchami","O. S. Veluchami"
"http://dbpedia.org/resource/O._Subramanian","O. Subramanian"
"http://dbpedia.org/resource/P._G._Karuthiruman","P. G. Karuthiruman"
"http://dbpedia.org/resource/P._K._R._Lakshmi_Kanthan","P. K. R. Lakshmi Kanthan"
"http://dbpedia.org/resource/P._P._Ummer_Koya","P. P. Ummer Koya"
"http://dbpedia.org/resource/P._R._Seenivasa_Padayachi","P. R. Seenivasa Padayachi"
"http://dbpedia.org/resource/P._Selvaraj","P. Selvaraj"
"http://dbpedia.org/resource/P._V._Rajendran","P. V. Rajendran"
"http://dbpedia.org/resource/P._Veldurai","P. Veldurai"
"http://dbpedia.org/resource/Perumalraju","Perumalraju"
"http://dbpedia.org/resource/Premiership_of_Lal_Bahadur_Shastri","Premiership of Lal Bahadur Shastri"
"http://dbpedia.org/resource/R._Chokkar","R. Chokkar"
"http://dbpedia.org/resource/R._Eswaran","R. Eswaran"
"http://dbpedia.org/resource/R._Kandaswami","R. Kandaswami"
"http://dbpedia.org/resource/R._Krishnasamy_Naidu","R. Krishnasamy Naidu"
"http://dbpedia.org/resource/R._Ramprabhu","R. Ramprabhu"
"http://dbpedia.org/resource/R._Singaram","R. Singaram"
"http://dbpedia.org/resource/R._Thiyagarajan","R. Thiyagarajan"
"http://dbpedia.org/resource/Rajathi_Kunchithapatham","Rajathi Kunchithapatham"
"http://dbpedia.org/resource/Ram_Dulari_Sinha","Ram Dulari Sinha"
"http://dbpedia.org/resource/Ramani_Nallathambi","Ramani Nallathambi"
"http://dbpedia.org/resource/S._Azhagiri","S. Azhagiri"
"http://dbpedia.org/resource/S._C._Sadayappa_Mudaliar","S. C. Sadayappa Mudaliar"
"http://dbpedia.org/resource/S._Chellapandi","S. Chellapandi"
"http://dbpedia.org/resource/S._Daniel_Raj","S. Daniel Raj"
"http://dbpedia.org/resource/S._Jeyapaul","S. Jeyapaul"
"http://dbpedia.org/resource/S._John_Jacob","S. John Jacob"
"http://dbpedia.org/resource/S._Peter_Alphonse","S. Peter Alphonse"
"http://dbpedia.org/resource/S._R._Munusamy","S. R. Munusamy"
"http://dbpedia.org/resource/S._Ramaswamy_Naidu","S. Ramaswamy Naidu"
"http://dbpedia.org/resource/S._Sadasivam","S. Sadasivam"
"http://dbpedia.org/resource/S._Shanmugamuthu_Thevar","S. Shanmugamuthu Thevar"
"http://dbpedia.org/resource/S._Venkatarama_Iyer","S. Venkatarama Iyer"
"http://dbpedia.org/resource/Swami_Sahajananda_(Chidambaram_MLA)","Swami Sahajananda (Chidambaram MLA)"
"http://dbpedia.org/resource/T._Kadambavana_Sundaram","T. Kadambavana Sundaram"
"http://dbpedia.org/resource/T._M._Nallaswamy","T. M. Nallaswamy"
"http://dbpedia.org/resource/T._Pushparaju","T. Pushparaju"
"http://dbpedia.org/resource/T._Rajambal","T. Rajambal"
"http://dbpedia.org/resource/T._S._Swaminatha_Odayar","T. S. Swaminatha Odayar"
